material_id,formula_pretty,nelements,nsites,crystal_system,density,formation_energy_per_atom,band_gap,energy_above_hull
mp-1097725,LiO2,2,3,Cubic,2.600109349430031,-0.4399769977777783,0.0,0.6860070323809522
mp-1101736,LiFe3O4,3,8,Triclinic,5.018470127427123,-1.673855534166666,1.0169000000000001,0.03937253343750058
mp-1102442,O2,1,12,Tetragonal,2.885545388562123,0.7395696983333332,0.7723,0.7395696983333329
mp-1103107,Li,1,12,Orthorhombic,0.5701923818353541,0.055379472500000006,0.0,0.055379472500000304
mp-1104628,Fe3O4,2,14,Orthorhombic,3.2443540384322107,-0.5768742178571428,0.0,1.0657680021428568
mp-1120820,Li2Fe4O7,3,13,Trigonal,3.6923051434141034,-1.633704040897435,1.4685,0.21975370884615675
mp-1147691,Fe2O5,2,28,Triclinic,4.431867710073485,-0.8447807164285714,0.0,0.37457024999999966
mp-1176726,LiFe3O4,3,16,Monoclinic,4.993785041607602,-1.6739037654166662,0.010499999999999954,0.03932430218750049
mp-1176882,Li7Fe5O12,3,24,Monoclinic,3.8833431115446264,-1.8806905422222229,0.0,0.030757468020826906
mp-1176883,Li7Fe5O16,3,28,Triclinic,3.440985019173348,-1.496823509761905,0.0,0.14881791019132695
mp-1176887,Li7Fe3O10,3,20,Triclinic,3.405113526825361,-1.7718214546666673,0.0,0.08335891449999977
mp-1176945,Li8Fe7O15,3,30,Monoclinic,4.204956525932577,-1.8604493423888888,0.0,0.0710919103333385
mp-1177119,Li6Fe3O8,3,34,Triclinic,3.642710387381161,-1.8383411017647062,0.0,0.1115121244852979
mp-1177185,Li5Fe3O8,3,32,Monoclinic,3.752110956726308,-1.844619246041666,0.0,0.05008439546875021
mp-1177704,Li3Fe3O8,3,28,Monoclinic,3.588445976300811,-1.5664375353571418,0.049000000000000155,0.1069673566785756
mp-1177753,Li3(FeO3)2,3,22,Monoclinic,3.596988536360247,-1.6669742899999989,0.2812000000000001,0.06923521051948
mp-1177943,Li2FeO2,3,20,Monoclinic,3.6301312867640707,-1.8362572503333332,3.1331,0.0437430455000003
mp-1178060,Li2(FeO2)3,3,22,Orthorhombic,3.854431213133807,-1.710918977878788,0.0,0.0935654987727288
mp-1178103,Li(FeO2)2,3,7,Triclinic,4.000334399617782,-1.6407698533333328,0.3103,0.08345618271428723
mp-1178106,Li(FeO2)2,3,28,Monoclinic,4.334681730326192,-1.6510959911904755,0.0,0.07313004485714458
mp-1178108,Li(FeO2)2,3,14,Triclinic,4.113029292582432,-1.5828573783333328,0.0,0.14136865771428742
mp-1178121,Li(Fe2O3)4,3,42,Triclinic,4.601826084436264,-1.662776829444444,0.9143999999999997,0.06813536392857245
mp-1178122,Li(FeO2)2,3,56,Trigonal,4.058398994334685,-1.6232413883333325,0.0,0.10098464771428706
mp-1178232,FeO,2,8,Monoclinic,5.602115237077022,-1.4694833324999985,0.0,0.012036055000001156
mp-1178239,FeO,2,8,Monoclinic,4.474909423380499,-1.1814521512499994,0.0,0.3000672362500003
mp-1178247,FeO,2,24,Trigonal,5.563370818476846,-1.3702516412500003,2.0878,0.11126774625000024
mp-1178392,Fe2O3,2,40,Orthorhombic,5.046847814021094,-1.5942362397500005,1.5655999999999999,0.1128551132499993
mp-1180008,O2,1,12,Triclinic,1.5984529808851904,0.4198537808333332,1.2773010892239671,0.4198537808333329
mp-1180036,O2,1,4,Monoclinic,2.2022202612215103,0.029974092499999827,0.46429999999999993,0.029974092499999827
mp-1180050,O2,1,8,Monoclinic,2.5424379755030078,0.7690244549999994,0.0,0.7690244549999994
mp-1180064,O2,1,10,Triclinic,1.6680921409489535,0.38701357200000003,0.042300000000000004,0.38701357199999986
mp-1180619,Li2O2,2,2,Cubic,2.3297703671133894,-1.3611383641666666,0.0,0.28903187249999984
mp-1181334,Fe4O13,2,17,Orthorhombic,3.6724414891669843,-0.3103702120588239,0.0,0.6938011720588229
mp-1181340,Fe3O4,2,7,Monoclinic,4.844984148270428,-1.5210500314285704,1.0689000000000002,0.12159218857142928
mp-1181411,Fe4O13,2,17,Orthorhombic,3.6717085714579145,-0.3296018732352939,0.0,0.6745695108823524
mp-1181437,FeO,2,2,Tetragonal,1.2144196928943665,-0.42865644749999987,1.8860999999999999,1.0528629399999998
mp-1181546,Fe3O4,2,28,Monoclinic,4.845771453715081,-1.5692549735714283,0.0,0.07338724642857208
mp-1181570,Fe3O4,2,28,Monoclinic,5.316617125364607,-1.5126567192857132,0.32509999999999994,0.1299855007142865
mp-1181657,Fe3O4,2,28,Monoclinic,4.814382790948738,-1.6048517339285706,1.0663,0.03779048607142954
mp-1181766,FeO2,2,24,Monoclinic,3.768486345520447,-1.2423727408333332,0.0,0.18020338666666724
mp-1181813,Fe3O4,2,56,Orthorhombic,4.797830132085761,-1.5967490999999998,0.9080648020977731,0.045893120000000565
mp-1181824,Fe2O3,2,10,Monoclinic,3.583671259481781,-1.538964844,1.6876999999999998,0.16812650899999948
mp-1182229,Fe3O4,2,56,Monoclinic,4.8815235014601415,-1.5205054574999994,0.8246000000000002,0.12213676250000027
mp-1182249,Fe3O4,2,56,Triclinic,4.828675642484001,-1.5928055798214282,0.7398999999999996,0.04983664017857059
mp-1182503,Fe8O17,2,50,Triclinic,3.8354945674922423,-1.1151560439999992,0.0,0.25051703839999906
mp-1184320,Fe3O,2,8,Hexagonal,5.881062534569037,0.7701936050000011,0.0,1.5109532987500005
mp-1185215,Li3Fe,2,8,Hexagonal,2.0749843951093077,0.4056625075000002,0.0,0.4056625075000002
mp-1185276,Fe3O4,2,56,Triclinic,4.835404002652148,-1.586393616071428,0.637,0.05624860392857123
mp-1185320,LiFeO3,3,5,Cubic,3.414350067980132,-1.2499791736666666,0.0,0.3148129761000025
mp-1188678,Fe4O5,2,18,Orthorhombic,5.323365855816135,-1.5192371644444447,0.0,0.08759998166666527
mp-1192788,Fe3O4,2,28,Orthorhombic,5.302270116511378,-1.5364137264285713,0.7769999999999997,0.10622849357142794
mp-1194030,Fe,1,28,Tetragonal,7.6427112112919735,0.17528872000000056,0.0,0.17528872000000106
mp-1194978,Fe25O32,2,57,Orthorhombic,5.47585762951727,-1.4369584343859647,0.0,0.18307005473684246
mp-1195927,Fe13O19,2,32,Monoclinic,5.466172184446745,-1.3910268220312494,0.0,0.30196628312500007
mp-1205415,Fe2O3,2,20,Orthorhombic,5.144778528635994,-1.5297477865000004,1.0606,0.17734356649999938
mp-1205429,FeO2,2,24,Monoclinic,3.819001625925648,-1.236392729166667,0.0,0.1861833983333332
mp-1211097,LiFe,2,4,Orthorhombic,4.250456761791715,0.27958471333333357,0.0,0.27958471333333357
mp-1211341,Li3FeO6,3,10,Orthorhombic,0.18116760665425585,-0.146006534,0.0,1.3263254004285718
mp-1222302,LiFeO2,3,4,Tetragonal,4.358311324139535,-1.8252071458333337,0.10329999999999995,0.11972960187499915
mp-1222957,Li2Fe3O4,3,18,Orthorhombic,4.6118586861663236,-1.4483158385185178,1.9364999999999997,0.2805168261111133
mp-1224936,Fe15O16,2,31,Trigonal,5.279270058523795,-1.4344631906451606,1.4826000000000001,0.08343877193548366
mp-1225001,Fe5O8,2,13,Trigonal,5.164421894257893,-1.456270852307692,0.0,0.18516314096153863
mp-1225007,Fe5O8,2,13,Cubic,4.398952148613642,-1.459665542307693,0.0,0.18176845096153738
mp-1232999,LiO8,2,9,Triclinic,1.9858474974980342,-0.41025122481481524,0.15209999999999996,0.01681786333333335
mp-1233014,Li(Fe2O3)4,3,21,Triclinic,4.9634119027363734,-1.5099006753968245,1.1315,0.22101151797619245
mp-1235059,LiO8,2,9,Monoclinic,2.203898383387987,-0.4270690881481482,0.0,0.0
mp-1235185,LiO8,2,9,Monoclinic,2.2314299856952626,-0.4217075570370368,0.0,0.00536153111111215
mp-1235252,LiO8,2,9,Monoclinic,1.9977602770462106,-0.41782946370370333,0.48340000000000005,0.009239624444445482
mp-1235270,Li(FeO2)8,3,25,Monoclinic,3.6804508004534098,-1.3112601873333336,0.0,0.2010835655199994
mp-1235675,Li(Fe2O3)4,3,21,Monoclinic,4.3316838391771935,-1.55644245968254,0.7477999999999998,0.17446973369047658
mp-1235693,Li(Fe2O3)4,3,21,Monoclinic,4.674242591445301,-1.5877560573015872,0.48750000000000027,0.14315613607142996
mp-1235698,LiO8,2,9,Monoclinic,1.8165586662235602,-0.35934491370370364,0.0,0.06772417444444478
mp-1236025,Li(FeO2)8,3,25,Monoclinic,3.8258588157715328,-1.3457119897333336,0.0,0.16663176311999983
mp-1236127,LiO8,2,9,Triclinic,1.9025598178928151,-0.4113611992592594,0.08889999999999999,0.01570788888888952
mp-1236363,Li(Fe2O3)4,3,21,Triclinic,4.970072811506539,-1.5270467596825388,1.3041,0.20386543369047772
mp-1236522,LiO8,2,9,Monoclinic,1.777777674236536,-0.35700641370370395,0.27270000000000005,0.07006267444444436
mp-1244869,Fe2O3,2,80,Triclinic,4.319354369420118,-1.4175817339999994,0.22019999999999995,0.2895096190000004
mp-1244911,Fe2O3,2,80,Triclinic,4.336495600185634,-1.4331964888749993,0.2831999999999999,0.2738948641250003
mp-1244983,FeO,2,80,Triclinic,4.367429090053127,-1.2036987710000004,0.2905000000000002,0.2778206164999988
mp-1245001,FeO,2,80,Triclinic,4.362710195071727,-1.1611811947500001,0.04590000000000005,0.32033819274999953
mp-1245009,Li2O,2,102,Triclinic,1.6835606598520736,-1.8997470075163398,2.723,0.16185090637254884
mp-1245019,Fe2O3,2,80,Triclinic,4.150213125172014,-1.4184391396250007,1.1378,0.28865221337499847
mp-1245078,Fe2O3,2,80,Triclinic,4.009734420550081,-1.4012702128749992,1.1123,0.3058211401250004
mp-1245084,Fe2O3,2,80,Triclinic,3.8985816646922062,-1.1549741216249998,0.12109999999999999,0.552117231375
mp-1245092,Li2O,2,102,Triclinic,1.6171570386254213,-1.888375888202614,2.461,0.17322202568627443
mp-1245108,Fe,1,100,Triclinic,7.965581258140822,0.2794554973000015,0.0,0.27945549730000074
mp-1245154,Fe2O3,2,80,Triclinic,4.012889202006454,-1.3862150799999995,0.37980000000000014,0.32087627299999966
mp-1245168,FeO,2,80,Triclinic,4.149972368872794,-1.1758246667500003,0.05410000000000004,0.30569472074999915
mp-1245224,Li2O,2,102,Triclinic,1.7178391186021913,-1.9119120910457517,2.736,0.14968582284313658
mp-1245277,Fe2O3,2,80,Triclinic,3.897868360933805,-1.3627964538750006,0.30180000000000007,0.344294899124999
mp-1245303,Li2O,2,102,Triclinic,1.7230421724991842,-1.903023776143791,2.7845,0.15857413774509688
mp-1271068,Fe,1,4,Tetragonal,8.109373830977775,0.0170698550000008,0.0,0.0170698550000008
mp-1271128,Fe,1,2,Tetragonal,8.517772787608948,0.09913460000000107,0.0,0.09913460000000107
mp-1271198,Fe,1,4,Orthorhombic,7.618499799098144,0.05499203499999972,0.0,0.05499203499999972
mp-1271729,Fe3O4,2,28,Monoclinic,4.873158966875556,-1.5834274967857138,0.8732999999999995,0.05921472321428567
mp-1271821,Fe3O4,2,28,Monoclinic,4.8955098363325495,-1.6209459767857137,1.4124000000000003,0.021696243214286426
mp-1271978,Fe3O4,2,28,Triclinic,4.883382408424965,-1.6161168642857138,1.2089999999999996,0.026525355714285936
mp-1272244,Li3(FeO3)2,3,11,Triclinic,3.5791947212467528,-1.6647660845454546,0.1634,0.07144341597402448
mp-1272755,Li2FeO2,3,20,Monoclinic,3.6609738999602803,-1.835668415833333,3.0405999999999995,0.044331880000000545
mp-1273581,Li3Fe3O8,3,14,Monoclinic,3.6552300451014736,-1.6044229164285702,0.0,0.06898197560714703
mp-1274279,FeO,2,8,Monoclinic,5.614899220280718,-1.4815193874999997,2.3029,0.0
mp-1276702,Li3FeO4,3,32,Orthorhombic,3.34835162011228,-1.7597250031250002,0.0,0.06128701062499964
mp-1276910,Li3(FeO3)2,3,22,Monoclinic,3.5881374407188296,-1.6633793109090904,0.14079999999999981,0.07283018961038845
mp-1279318,Li3FeO4,3,16,Orthorhombic,3.233876758102363,-1.752630703125,0.007500000000000062,0.06838131062499997
mp-1282759,LiFe2O3,3,12,Triclinic,4.58218953106497,-1.7237957830555548,0.5995000000000004,0.06666851124999962
mp-1282942,Li3FeO4,3,32,Monoclinic,3.3533656622066084,-1.7619877218750002,0.0,0.05902429187499969
mp-1283030,FeO,2,8,Monoclinic,5.559935905830431,-1.4674575262499987,1.7989000000000002,0.014061861250000973
mp-1286090,Li3(FeO3)2,3,22,Monoclinic,3.6018161596130454,-1.6617840481818176,0.22950000000000004,0.07442545233766129
mp-1298536,LiFe2O3,3,12,Monoclinic,4.630080924585433,-1.7631188913888884,1.6018,0.02734540291666665
mp-1299455,Li3Fe3O8,3,28,Monoclinic,3.6486286997388464,-1.6046418782142848,0.2197,0.06876301382143257
mp-1303136,Li2FeO3,3,24,Triclinic,3.8642787515283046,-1.8771673602777792,0.5790999999999995,0.0007919124999986593
mp-1305099,Li3(FeO3)2,3,22,Triclinic,3.58539982150468,-1.6661737681818183,0.36229999999999984,0.07003573233766058
mp-1308681,Li3Fe3O8,3,28,Monoclinic,3.650038295764428,-1.6033467296428563,0.2492000000000001,0.07005816239286133
mp-1309364,LiFe2O3,3,12,Monoclinic,4.625861500368351,-1.7475255963888887,1.63,0.04293869791666616
mp-1326275,Fe5O7,2,24,Orthorhombic,4.491966056684569,-1.457569480416667,1.0355893879185967,0.21192654499999897
mp-1342828,Fe9O13,2,22,Monoclinic,4.53625578766705,-1.4233963915909091,0.0,0.26318841909090906
mp-1350825,FeO2,2,48,Monoclinic,4.047347740777498,-1.0886633070833334,0.0,0.3339128204166668
mp-1354450,FeO2,2,36,Triclinic,3.9146160697215375,-1.1512383727777769,0.0,0.2713377547222233
mp-1355192,FeO2,2,36,Monoclinic,4.017920342686023,-1.0820667413888887,0.0,0.34050938611111103
mp-1355579,FeO2,2,36,Trigonal,3.9617154793493294,-1.1426290183333332,0.0,0.27994710916666676
mp-1356129,Fe2O3,2,40,Orthorhombic,4.936930561558747,-1.6224323435000003,1.3134000000000001,0.08465900949999927
mp-1359196,FeO2,2,36,Monoclinic,3.9042824913224594,-1.1516452133333326,0.0,0.2709309141666676
mp-1378486,Fe2O3,2,20,Orthorhombic,4.454350687565508,-1.4319179335,0.5554000000000001,0.27517341949999974
mp-1379262,Fe3O4,2,56,Monoclinic,4.881486580621301,-0.6687719151785713,0.0,0.9738703048214283
mp-1384466,FeO2,2,6,Hexagonal,3.937112886725161,-1.102618358333333,0.0,0.31995776916666774
mp-1387762,FeO2,2,12,Orthorhombic,4.12902188348883,-1.0483654724999998,0.0,0.3742106550000006
mp-1395285,FeO2,2,12,Orthorhombic,3.9546579699967723,-1.1643962716666667,0.0,0.25817985583333414
mp-1412685,FeO2,2,6,Hexagonal,3.541517935238992,0.55987893,0.0,1.9824550575000002
mp-1431292,FeO2,2,3,Trigonal,2.859740916491931,-1.1133418833333337,0.0,0.30923424416666645
mp-1443203,FeO2,2,12,Trigonal,4.052440550955174,-1.1134444166666668,0.0,0.30913171083333335
mp-1524452,O2,1,4,Orthorhombic,2.226573108457409,0.16492055875000045,1.2636,0.16492055875000045
mp-1524462,O2,1,8,Monoclinic,1.8041340087413777,0.0,2.7061,0.0
mp-1525745,O2,1,2,Tetragonal,2.516630238202509,0.2800616062500003,0.0,0.2800616062500003
mp-1544600,LiO8,2,9,Monoclinic,2.1197654301775857,-0.27516586074074056,0.10920000000000002,0.07630395847222271
mp-1638858,Li8(FeO2)5,3,46,Triclinic,3.130773186409899,-1.8029077224637693,0.4254,0.09967916532608623
mp-1643420,Li8(FeO2)5,3,46,Triclinic,3.136557545612213,-1.8057282155072474,0.5614999999999999,0.09685867228260836
mp-1643829,Li8(FeO2)5,3,46,Triclinic,3.1457635016422714,-1.803781708985508,0.45609999999999995,0.0988051788043478
mp-1663732,Li3FeO3,3,28,Orthorhombic,2.8524439747713113,-1.9362574867857145,1.5152,0.07802854446428764
mp-1665973,Li3FeO3,3,28,Orthorhombic,2.8076367728697074,-1.8941743685714283,0.0,0.12011166267857387
mp-1974703,FeO,2,8,Triclinic,5.867315203727379,-1.1925727681250002,0.5488999999999997,0.1682073175000003
mp-2204849,O2,1,8,Monoclinic,1.807021789311107,0.0035132812500000554,2.7203999999999997,0.0035132812500000554
mp-2206907,O2,1,8,Monoclinic,1.4519990146879609,0.027979431250000353,2.3065999999999995,0.027979431250000353
mp-2411688,LiFe2O3,3,6,Monoclinic,4.55568888377022,-1.7304087630555547,0.7528999999999999,0.06005553124999974
mp-2421172,O2,1,6,Trigonal,1.2597929285455134,0.9162664466666666,2.7641999999999998,0.9162664466666666
mp-2739215,O2,1,8,Monoclinic,1.484854151939616,0.012019398749999688,2.6679999999999997,0.012019398749999688
mp-2767639,FeO,2,8,Monoclinic,6.0946286956824505,-1.2514599243750002,0.0,0.10932016125000033
mp-2903347,Fe3O4,2,7,Orthorhombic,5.24554526075053,-1.4517087264285717,0.0,0.10346851428571391
