trace_id,batch_start,initial_pce,final_pce,pce_min,pce_max,degradation_rate_pct_per_khr,early_slope_pct_per_khr,pce_noise_std,t80_hours,t80_censored,reaches_t80_in_window,n_points,batch_id,batch_size
524,2020-10-30 12:40:00,16.3638,10.6246,10.2745,16.5145,31.726,112.8301,0.40905,46.016,False,True,900,23,28
525,2020-10-30 12:40:00,13.0585,11.1221,11.1061,15.0702,25.0758,-12.7265,0.26016,,True,False,900,23,28
526,2020-10-30 12:40:00,15.6379,10.724,10.236,16.4645,30.8159,103.0475,0.39771,67.325,False,True,900,23,28
527,2020-10-30 12:40:00,14.8796,8.9022,8.8932,15.1539,40.0414,59.689,0.21272,63.149,False,True,900,23,28
528,2020-10-30 12:40:00,9.7569,10.2569,1.9692,13.8659,12.2705,-76.3607,1.01112,,True,False,900,23,28
529,2020-10-30 12:40:00,16.5023,9.2378,9.1472,16.5867,43.7071,114.3365,0.29938,41.073,False,True,900,23,28
530,2020-10-30 12:40:00,0.3273,9.4192,0.3161,13.0608,-1.6114,-625.6848,2.42383,,True,False,900,23,28
531,2021-04-16 18:20:00,12.6249,11.0621,10.9503,13.8737,17.7219,27.753,0.16261,,True,False,900,24,20
532,2021-04-16 18:20:00,15.4558,10.215,10.0734,15.5691,28.8337,125.5217,0.41913,25.15,False,True,900,24,20
533,2021-04-16 18:20:00,14.1085,10.1277,10.116,15.562,38.7651,14.0694,0.21731,104.213,False,True,900,24,20
534,2021-04-16 18:20:00,14.7094,10.3445,9.7941,16.295,40.6028,46.7211,0.28016,71.99,False,True,900,24,20
535,2021-04-16 18:20:00,14.4791,8.9243,8.9107,15.192,35.7447,-113.4363,0.56608,1.547,False,True,900,24,20
536,2021-04-16 18:20:00,14.6487,10.5147,10.0856,16.1481,37.5112,60.2281,0.27223,94.356,False,True,900,24,20
537,2021-04-16 18:20:00,17.3254,9.9062,9.8973,17.44,42.3468,130.1576,0.40938,35.386,False,True,900,24,20
538,2021-04-16 18:20:00,13.8159,7.6915,4.8372,14.1763,47.4247,8.6887,0.38826,76.411,False,True,900,24,20
539,2021-04-16 18:20:00,12.9133,8.2599,4.934,13.5504,37.6118,6.4381,0.50714,92.176,False,True,900,24,20
540,2021-04-16 18:20:00,13.4825,7.5325,5.397,14.1554,47.9728,2.4789,0.4858,70.393,False,True,900,24,20
541,2021-04-16 18:20:00,13.2168,8.2888,4.7591,13.4504,36.2002,13.4661,0.47091,88.938,False,True,900,24,20
542,2021-04-16 18:20:00,13.6345,8.5141,5.5883,13.9696,34.1358,26.6256,0.44489,57.275,False,True,900,24,20
543,2021-04-16 18:20:00,13.476,8.4637,4.9903,14.0017,38.7938,7.872,0.5496,88.908,False,True,900,24,20
544,2021-04-16 18:20:00,14.6952,7.6607,7.3405,15.1946,61.133,4.0231,0.55765,72.458,False,True,900,24,20
545,2021-04-16 18:20:00,13.7335,7.5291,5.2591,15.3289,53.6517,-4.6872,0.72286,29.09,False,True,900,24,20
546,2021-04-16 18:20:00,13.5711,8.9039,8.6876,14.7037,38.193,-36.1408,0.58421,96.443,False,True,900,24,20
547,2021-04-16 18:20:00,8.0642,8.6219,2.9031,14.9689,33.8405,-179.827,1.24043,,True,False,900,24,20
548,2021-04-16 18:20:00,14.6491,9.6481,9.6352,15.0396,37.8091,6.4179,0.39942,96.239,False,True,900,24,20
549,2021-04-16 18:20:00,2.483,7.6669,2.149,14.3242,33.9023,-378.5995,1.70965,,True,False,900,24,20
550,2021-04-16 18:20:00,14.1518,6.8106,5.835,14.226,52.1904,18.4154,0.45145,78.597,False,True,900,24,20
551,2020-08-07 17:10:00,10.4608,11.057,9.6718,14.2293,18.2749,-11.7723,0.32712,,True,False,900,25,31
552,2020-08-07 17:10:00,16.3132,10.2004,10.0443,16.4216,30.9486,138.4856,0.65089,22.472,False,True,900,25,31
553,2020-08-07 17:10:00,17.9764,10.8727,10.8518,18.2106,32.5699,7.0386,0.30108,0.798,False,True,900,25,31
554,2020-08-07 17:10:00,14.8206,9.5343,9.4949,15.0772,30.1268,108.1987,0.38574,47.894,False,True,900,25,31
555,2020-08-07 17:10:00,18.3557,8.7628,8.676,18.4911,57.2909,159.4508,0.53334,24.347,False,True,900,25,31
556,2020-08-07 17:10:00,18.4938,8.8349,8.7772,18.7078,58.0745,149.8338,0.53587,29.633,False,True,900,25,31
557,2020-08-07 17:10:00,14.556,7.4976,7.3543,14.6362,40.8395,96.3089,0.49366,26.56,False,True,900,25,31
558,2020-08-07 17:10:00,15.9306,9.0983,9.0535,16.8913,48.977,84.3315,0.23032,64.961,False,True,900,25,31
559,2020-08-07 17:10:00,16.2297,8.2957,8.1354,16.3196,51.3313,88.7178,0.49082,35.67,False,True,900,25,31
560,2020-08-07 17:10:00,14.2388,10.7164,10.6776,14.3931,26.5953,11.1387,0.17017,116.15,False,True,900,25,31
561,2020-08-07 17:10:00,13.7893,10.1445,10.0777,14.3271,29.3318,1.1449,0.28025,109.684,False,True,900,25,31
562,2019-08-27 15:00:00,13.725,10.9221,10.9109,14.1824,19.7736,26.527,0.07436,148.225,False,True,900,26,22
563,2019-08-27 15:00:00,13.664,10.8251,10.7862,14.1327,21.3174,28.6986,0.07497,138.414,False,True,900,26,22
564,2019-08-27 15:00:00,12.9057,10.9325,10.9235,13.8219,18.4627,19.645,0.09045,,True,False,900,26,22
565,2019-08-27 15:00:00,13.3414,9.5781,9.5503,14.272,26.3311,8.0504,0.27343,137.075,False,True,900,26,22
566,2019-08-27 15:00:00,13.6392,7.4306,7.3857,14.2835,42.8361,7.926,0.83478,117.155,False,True,900,26,22
567,2019-08-27 15:00:00,12.98,9.9967,9.9598,14.101,21.8652,-36.3609,0.36614,146.009,False,True,900,26,22
568,2019-08-27 15:00:00,12.8815,7.5016,7.4679,14.2088,40.1782,-70.1412,1.05313,121.009,False,True,900,26,22
569,2019-08-27 15:00:00,13.5959,10.352,10.0808,14.2469,17.1549,-11.3481,0.1588,111.294,False,True,900,26,22
570,2019-08-27 15:00:00,13.1481,11.0744,9.8977,13.5601,7.5252,-121.9146,0.63966,,True,False,900,26,22
571,2019-08-27 15:00:00,12.0845,10.3424,8.6258,12.8316,-3.3698,-34.6872,0.86466,,True,False,900,26,22
572,2019-08-27 15:00:00,14.3051,11.6865,11.6631,14.5615,19.0441,5.2436,0.10609,,True,False,900,26,22
573,2019-08-27 15:00:00,15.2635,9.8449,9.8169,15.3011,35.66,47.0382,0.44825,49.249,False,True,900,26,22
574,2019-08-27 15:00:00,12.1057,11.5253,11.4977,13.8785,15.3383,-51.6913,0.25487,,True,False,900,26,22
575,2019-08-27 15:00:00,14.165,10.9285,10.9134,14.2848,19.3433,-5.1679,0.11982,130.101,False,True,900,26,22
576,2019-08-27 15:00:00,12.9297,10.9048,9.9665,13.7014,0.8736,-57.3943,0.56653,,True,False,900,26,22
577,2019-08-27 15:00:00,15.1122,11.5457,11.5124,15.1583,19.5996,32.6499,0.10816,110.042,False,True,900,26,22
578,2019-08-27 15:00:00,15.12,11.8385,11.82,15.3376,18.7137,28.7493,0.07478,126.655,False,True,900,26,22
579,2019-08-27 15:00:00,12.7169,10.7963,10.7271,13.4526,10.914,-99.6713,0.48576,,True,False,900,26,22
580,2019-08-27 15:00:00,13.094,10.8517,10.8445,14.1552,18.783,-82.2754,0.40256,,True,False,900,26,22
581,2019-08-27 15:00:00,13.3911,11.3335,11.3055,14.2336,19.2092,-39.5565,0.23034,,True,False,900,26,22
582,2019-08-27 15:00:00,10.0162,12.0595,9.3266,14.232,1.6661,-241.0616,1.07516,,True,False,900,26,22
583,2019-08-27 15:00:00,11.4885,12.0863,10.138,13.3084,-6.8654,-61.7889,0.74537,,True,False,900,26,22
584,2019-10-23 16:10:00,16.6642,0.3792,0.0242,16.6902,66.869,132.8491,1.84189,15.885,False,True,900,27,43
585,2019-10-23 16:10:00,14.5834,6.2801,6.1299,14.9551,58.8222,88.2299,0.32697,56.748,False,True,900,27,43
586,2019-10-23 16:10:00,16.2279,0.5078,0.0406,16.2636,69.1609,112.1007,1.62923,20.471,False,True,900,27,43
587,2019-10-23 16:10:00,16.2332,6.3033,6.2814,16.2742,47.2249,111.9026,0.40239,15.657,False,True,900,27,43
588,2019-10-23 16:10:00,16.1482,5.087,4.4577,16.2379,77.3639,118.9036,0.82382,24.075,False,True,900,27,43
589,2019-10-23 16:10:00,17.0107,11.3758,11.3573,17.1166,24.4048,114.7239,0.46076,27.778,False,True,900,27,43
590,2019-10-23 16:10:00,14.7335,11.15,11.1379,15.9129,27.3062,83.8441,0.31336,98.949,False,True,900,27,43
591,2019-10-23 16:10:00,14.8029,11.3283,11.3069,15.9089,26.2246,75.7613,0.32567,111.315,False,True,900,27,43
592,2019-10-23 16:10:00,15.1175,11.4838,11.4773,16.1305,25.7187,87.5729,0.32855,103.742,False,True,900,27,43
593,2019-10-23 16:10:00,15.5794,10.2066,10.1971,15.632,26.7426,79.7089,0.29116,44.998,False,True,900,27,43
594,2019-10-23 16:10:00,15.1453,10.6383,10.6265,15.386,20.5902,73.887,0.22576,63.821,False,True,900,27,43
595,2019-10-23 16:10:00,15.8202,10.4925,10.486,15.8602,21.9224,94.945,0.30892,30.774,False,True,900,27,43
596,2019-10-23 16:10:00,12.1793,10.2162,7.0024,14.0177,20.5755,-176.9212,0.78103,,True,False,900,27,43
597,2019-10-23 16:10:00,16.0741,11.2689,11.2531,16.5924,25.6504,90.1386,0.24476,78.579,False,True,900,27,43
598,2019-10-23 16:10:00,0.0915,9.6788,0.0892,13.4981,7.6555,-585.74,2.41616,,True,False,900,27,43
599,2019-10-23 16:10:00,8.6826,10.9296,7.9686,12.5055,8.4642,-55.1215,0.35943,,True,False,900,27,43
600,2019-10-23 16:10:00,15.6238,10.9376,10.9254,16.0728,23.4297,85.9253,0.26376,68.405,False,True,900,27,43
601,2019-10-23 16:10:00,15.8621,11.274,11.2325,16.4924,25.2678,85.3829,0.23879,83.431,False,True,900,27,43
602,2019-10-23 16:10:00,14.2076,7.8815,7.8709,14.5193,40.8077,75.9699,0.17924,62.743,False,True,900,27,43
603,2019-10-23 16:10:00,15.5131,7.0429,7.0255,15.5933,42.6976,143.8571,0.41544,11.373,False,True,900,27,43
604,2019-10-23 16:10:00,8.5044,6.4967,6.4217,14.8004,44.5828,88.331,0.40158,140.824,False,True,900,27,43
605,2019-10-23 16:10:00,0.3616,7.7419,0.1486,13.7266,29.5328,-6.3366,1.00551,,True,False,900,27,43
606,2019-10-23 16:10:00,15.0761,7.1945,6.7914,15.1603,28.3576,225.6097,1.05935,7.085,False,True,900,27,43
607,2019-10-23 16:10:00,13.7178,8.3887,8.382,14.8096,35.9317,87.2842,0.26686,80.915,False,True,900,27,43
608,2019-10-23 16:10:00,14.4114,10.2443,10.2399,14.9636,25.1779,94.5109,0.38788,71.089,False,True,900,27,43
609,2019-10-23 16:10:00,14.5484,8.0252,8.0161,15.183,39.3148,103.9232,0.28277,69.588,False,True,900,27,43
610,2019-10-23 16:10:00,0.4026,5.7378,0.2722,13.3968,42.6934,-297.3568,1.77644,,True,False,900,27,43
611,2019-10-23 16:10:00,15.1088,6.6389,6.6293,15.6419,46.1442,123.9894,0.33156,39.654,False,True,900,27,43
612,2019-10-23 16:10:00,17.553,1.5189,1.5178,17.6181,72.4907,354.0596,1.67173,5.051,False,True,900,27,43
613,2019-10-23 16:10:00,17.5284,0.8432,0.8413,17.5455,71.7024,457.695,1.59149,6.263,False,True,900,27,43
614,2019-10-23 16:10:00,17.1242,0.9867,0.9854,17.3054,49.3426,443.6787,1.71997,1.842,False,True,900,27,43
615,2019-10-23 16:10:00,14.7775,1.4778,1.4712,15.6896,62.9291,390.9287,1.24281,8.383,False,True,900,27,43
616,2019-10-23 16:10:00,17.532,0.0134,0.0004,17.5508,91.2195,319.8129,1.88145,5.515,False,True,900,27,43
617,2019-10-23 16:10:00,15.1406,10.4124,10.3703,15.4111,27.5466,94.5398,0.37597,55.613,False,True,900,27,43
618,2019-10-23 16:10:00,15.5583,10.0969,10.0744,16.1203,30.258,125.5781,0.44318,48.358,False,True,900,27,43
619,2019-10-23 16:10:00,16.3247,10.057,9.9502,16.6308,35.7203,143.9159,0.46325,31.922,False,True,900,27,43
620,2019-10-23 16:10:00,16.2339,10.7313,10.685,16.5817,32.234,139.6126,0.55765,38.002,False,True,900,27,43
621,2019-10-23 16:10:00,16.453,10.6888,10.5914,16.8276,34.2659,141.1746,0.48375,39.97,False,True,900,27,43
622,2019-10-23 16:10:00,17.0417,8.589,8.58,17.3554,46.8827,199.9103,0.94174,19.291,False,True,900,27,43
623,2019-10-23 16:10:00,17.0105,8.1952,8.1894,17.412,50.8334,191.3404,0.92868,21.411,False,True,900,27,43
624,2019-10-23 16:10:00,16.4692,8.9079,8.9017,16.8398,48.8612,125.9272,0.70289,33.088,False,True,900,27,43
625,2019-10-23 16:10:00,17.5175,11.7005,11.6893,18.208,34.0957,153.2495,0.67384,40.896,False,True,900,27,43
626,2019-10-23 16:10:00,4.8,11.5972,3.0644,16.2994,29.1913,-80.0022,0.89346,,True,False,900,27,43
627,2019-12-19 15:50:00,16.0815,9.932,9.9098,16.0934,27.4649,150.0741,0.57094,19.727,False,True,900,28,15
628,2019-12-19 15:50:00,16.2395,9.8512,9.8349,16.3288,29.2313,145.8222,0.53586,20.112,False,True,900,28,15
629,2019-12-19 15:50:00,12.697,9.9374,9.5754,14.4444,23.6436,85.4234,0.44081,118.188,False,True,900,28,15
630,2019-12-19 15:50:00,12.4799,9.8887,9.8442,14.6911,27.4095,54.6624,0.38588,143.119,False,True,900,28,15
631,2019-12-19 15:50:00,13.7158,6.4281,6.4096,13.8994,27.0492,130.0221,0.55618,4.48,False,True,900,28,15
632,2019-12-19 15:50:00,13.3042,7.8597,7.8163,13.5668,22.8629,109.1701,0.3708,14.615,False,True,900,28,15
633,2019-12-19 15:50:00,12.8754,8.038,8.0067,12.9951,21.3514,92.5707,0.30612,21.321,False,True,900,28,15
634,2019-12-19 15:50:00,12.3018,6.7375,6.7154,12.4371,23.9584,114.9489,0.467,12.066,False,True,900,28,15
635,2019-12-19 15:50:00,11.4964,7.2389,7.2013,11.6154,18.9031,72.2601,0.22392,25.16,False,True,900,28,15
636,2019-12-19 15:50:00,10.7513,5.7651,5.7434,10.9038,20.4033,114.7981,0.46048,9.42,False,True,900,28,15
637,2019-12-19 15:50:00,10.6717,1.2232,1.1227,10.9685,35.884,272.3068,1.17979,5.01,False,True,900,28,15
638,2019-12-19 15:50:00,11.7622,3.071,3.0045,11.7687,41.9941,224.273,1.12206,7.745,False,True,900,28,15
639,2019-12-19 15:50:00,9.452,2.1516,2.1384,9.5234,24.9944,215.6167,0.88061,5.118,False,True,900,28,15
640,2019-12-19 15:50:00,10.7799,2.8126,2.7195,10.8122,35.7629,216.3761,0.96321,6.297,False,True,900,28,15
641,2019-12-19 15:50:00,9.6353,1.9331,1.9229,9.8318,34.7249,194.6413,0.75695,6.064,False,True,900,28,15
642,2019-12-19 15:30:00,9.7732,6.1399,6.1148,9.9731,17.0919,92.4675,0.36026,25.254,False,True,900,29,27
643,2019-12-19 15:30:00,10.8834,5.1728,4.6241,10.9056,23.7336,152.4274,0.64218,10.165,False,True,900,29,27
644,2019-12-19 15:30:00,11.9681,6.1922,6.1594,11.9947,25.111,125.5275,0.47543,13.234,False,True,900,29,27
645,2019-12-19 15:30:00,11.7914,5.554,5.551,11.8305,25.4809,159.2151,0.54826,9.184,False,True,900,29,27
646,2019-12-19 15:30:00,13.7147,6.0957,6.0825,13.8405,31.6602,183.293,0.67035,8.949,False,True,900,29,27
647,2019-12-19 15:30:00,13.8505,7.4395,7.411,13.8929,27.053,133.6795,0.46378,12.924,False,True,900,29,27
648,2019-12-19 15:30:00,11.9621,5.1225,5.0875,12.0461,25.2856,236.6942,1.02636,9.094,False,True,900,29,27
649,2019-12-19 15:30:00,9.466,0.2819,0.2758,9.6638,50.2485,129.2855,0.78077,5.061,False,True,900,29,27
650,2019-12-19 15:30:00,10.9203,2.5777,2.5551,10.9662,54.5822,81.4272,0.37176,23.645,False,True,900,29,27
651,2019-12-19 15:30:00,9.1115,0.0455,0.0407,9.1363,51.4771,136.2251,1.05295,6.971,False,True,900,29,27
652,2019-12-19 15:30:00,8.8558,0.4302,0.423,8.9552,67.2108,40.1347,0.93566,37.741,False,True,900,29,27
653,2019-12-19 15:30:00,9.9202,0.441,0.4361,9.9775,50.2431,188.2545,0.81981,5.456,False,True,900,29,27
654,2019-12-19 15:30:00,9.8582,0.6983,0.6862,9.9689,65.8127,54.4804,0.47672,30.203,False,True,900,29,27
655,2019-12-19 15:30:00,13.6343,7.8159,7.5141,13.9552,41.8133,66.1667,0.33814,53.665,False,True,900,29,27
656,2019-12-19 15:30:00,14.3527,7.9326,7.8427,14.3781,41.67,75.081,0.29023,48.807,False,True,900,29,27
657,2019-12-19 15:30:00,14.4949,8.014,8.0025,14.534,42.4322,75.1489,0.26668,49.876,False,True,900,29,27
658,2019-12-19 15:30:00,16.8534,10.0059,9.9889,16.8803,34.2258,140.186,0.49713,24.307,False,True,900,29,27
659,2019-12-19 15:30:00,16.4941,9.9979,9.9826,16.526,32.6547,135.0624,0.49734,26.156,False,True,900,29,27
660,2019-12-19 15:30:00,16.2857,10.0772,10.0604,16.3287,32.267,127.588,0.46524,31.492,False,True,900,29,27
661,2019-12-19 15:30:00,15.6386,8.518,8.4883,15.6789,43.3055,82.052,0.37149,39.573,False,True,900,29,27
662,2019-12-19 15:30:00,7.3692,8.1086,7.1658,13.5592,38.2193,-116.2324,0.71033,,True,False,900,29,27
663,2019-12-19 15:30:00,13.4337,10.606,6.3351,13.6589,10.2459,79.6962,0.93779,30.167,False,True,900,29,27
664,2019-12-19 15:30:00,13.6983,11.0506,11.0444,13.9184,20.1281,9.4329,0.09295,,True,False,900,29,27
665,2019-12-19 15:30:00,13.3919,10.4973,10.4668,13.5844,20.8303,13.6459,0.07256,137.858,False,True,900,29,27
666,2019-12-19 15:30:00,13.5446,11.0232,11.0173,13.7177,18.6574,13.1191,0.03334,,True,False,900,29,27
667,2019-12-19 15:30:00,13.6037,10.5233,10.5113,13.7346,22.2283,14.5487,0.10574,126.312,False,True,900,29,27
668,2019-12-19 15:30:00,13.7669,11.0239,10.9689,13.9298,19.6449,15.4188,0.07813,149.7,False,True,900,29,27
669,2019-12-19 11:40:00,13.4093,13.2246,13.0699,13.6597,1.842,-0.3446,0.05234,,True,False,900,30,32
670,2019-12-19 11:40:00,13.4557,13.3191,13.2326,13.7753,1.8492,-2.5504,0.05471,,True,False,900,30,32
671,2019-12-19 11:40:00,15.1235,14.4957,14.4175,15.2984,4.5214,5.04,0.08443,,True,False,900,30,32
672,2019-12-19 11:40:00,13.4042,13.3278,13.2694,13.7401,1.4072,-5.321,0.05627,,True,False,900,30,32
673,2019-12-19 11:40:00,10.5229,9.7383,9.6813,11.7515,11.2001,-34.1423,0.20283,,True,False,900,30,32
674,2019-12-19 11:40:00,16.3405,12.892,12.8491,16.7949,20.093,21.6761,0.19106,132.8,False,True,900,30,32
675,2019-12-19 11:40:00,14.0466,11.4847,11.3961,14.1758,15.2246,9.2366,0.15248,,True,False,900,30,32
676,2019-12-19 11:40:00,14.5709,14.6105,13.9305,15.8145,4.6395,-67.3666,0.29419,,True,False,900,30,32
677,2019-12-19 11:40:00,14.8889,13.3426,13.2239,15.5749,11.4176,-26.3863,0.1508,,True,False,900,30,32
678,2019-12-19 11:40:00,13.3302,13.7591,12.6972,14.9937,2.8315,-84.3285,0.38609,,True,False,900,30,32
679,2019-12-19 11:40:00,13.3399,12.2887,12.2252,14.0174,11.1767,-23.9194,0.14736,,True,False,900,30,32
680,2019-12-19 11:40:00,13.7313,14.1331,13.1352,15.3465,2.8854,-79.896,0.36523,,True,False,900,30,32
681,2019-12-19 11:40:00,12.1743,13.0457,11.4789,13.4263,-5.817,-12.6485,0.29524,,True,False,900,30,32
682,2019-12-19 11:40:00,13.3514,11.3428,11.2614,13.3767,9.6627,46.2904,0.19545,,True,False,900,30,32
683,2019-12-19 11:40:00,11.0948,13.0792,10.803,13.3698,-10.1765,-68.4236,0.40108,,True,False,900,30,32
684,2019-12-19 11:40:00,12.8361,10.623,10.581,12.8818,10.6844,47.9694,0.21675,,True,False,900,30,32
685,2019-12-19 11:40:00,10.5018,14.2002,10.3335,14.5931,-14.4505,-103.7052,0.56609,,True,False,900,30,32
686,2019-12-19 11:40:00,11.4982,10.4796,10.4018,11.8928,7.1171,26.9267,0.12018,,True,False,900,30,32
687,2019-12-19 11:40:00,13.5897,11.5479,11.4753,14.3368,17.6943,-4.6762,0.1499,,True,False,900,30,32
688,2019-12-19 11:40:00,8.0713,14.0028,8.0236,15.7186,-3.9693,-309.3385,1.22485,,True,False,900,30,32
689,2019-12-19 11:40:00,12.7827,12.7657,12.6393,13.4131,3.3152,-20.5082,0.12359,,True,False,900,30,32
690,2019-12-19 11:40:00,15.7393,12.6294,12.5598,16.3233,14.0081,39.396,0.20499,141.282,False,True,900,30,32
691,2019-12-19 11:40:00,13.636,17.4742,13.6167,18.1921,-10.1616,-139.3883,0.74548,,True,False,900,30,32
692,2019-12-19 11:40:00,15.6528,12.7847,12.7031,16.2701,12.9793,32.1869,0.17606,,True,False,900,30,32
693,2019-12-19 11:40:00,13.8766,11.5823,11.5199,13.9314,11.1586,54.7983,0.16318,,True,False,900,30,32
694,2019-12-19 11:40:00,16.0046,12.5261,12.4564,16.3489,16.6271,119.6568,0.37119,105.662,False,True,900,30,32
695,2019-12-19 11:40:00,15.1432,11.9282,11.8185,15.2691,14.305,94.7504,0.29865,111.658,False,True,900,30,32
696,2019-12-19 11:40:00,14.869,11.6527,11.6071,15.0218,16.1742,78.4969,0.25062,139.167,False,True,900,30,32
697,2019-12-19 11:40:00,17.2936,13.1449,13.0715,17.3049,18.8413,96.577,0.30583,91.308,False,True,900,30,32
698,2019-12-19 11:40:00,13.7377,10.9502,10.8644,14.2484,15.9483,-5.8937,0.20501,116.309,False,True,900,30,32
699,2019-12-19 11:40:00,10.6424,9.162,9.0323,10.7409,3.7861,22.7344,0.14729,,True,False,900,30,32
700,2019-12-19 11:40:00,13.594,10.7369,10.6701,14.1169,15.2605,-1.5056,0.19897,117.636,False,True,900,30,32
701,2020-09-29 17:20:00,14.4068,9.4961,9.4816,14.902,33.4795,57.5373,0.15328,82.64,False,True,900,31,33
702,2020-09-29 17:20:00,15.8444,9.8288,9.8104,15.9014,37.4546,90.4571,0.40482,45.703,False,True,900,31,33
703,2020-09-29 17:20:00,13.8936,9.463,9.3173,14.8081,34.8133,80.7542,0.33192,71.814,False,True,900,31,33
704,2020-09-29 17:20:00,10.9304,9.9333,9.7136,12.0072,-0.1258,43.9831,0.4824,,True,False,900,31,33
705,2020-09-29 17:20:00,11.1202,10.8734,8.7405,12.7717,16.45,83.5237,0.54732,117.658,False,True,900,31,33
706,2020-09-29 17:20:00,13.69,11.1209,11.0972,14.0067,20.1335,14.907,0.04812,,True,False,900,31,33
707,2020-09-29 17:20:00,13.406,11.0046,10.9776,13.4308,16.9429,15.8062,0.09422,,True,False,900,31,33
708,2020-09-29 17:20:00,13.4153,10.6429,10.6215,13.6775,19.7952,27.5241,0.05096,142.1,False,True,900,31,33
709,2020-09-29 17:20:00,14.3985,11.5071,11.4981,14.6254,20.7255,26.9899,0.05566,147.718,False,True,900,31,33
710,2020-09-29 17:20:00,13.774,10.0593,10.0403,13.8924,25.5642,44.4375,0.31603,75.796,False,True,900,31,33
711,2020-09-29 17:20:00,7.4441,8.6996,7.2347,9.2812,1.3785,-44.8893,0.22664,,True,False,900,31,33
712,2020-09-29 17:20:00,7.3896,7.0154,6.9703,7.514,2.9061,3.7093,0.07314,,True,False,900,31,33
713,2020-09-29 17:20:00,11.9544,11.5434,11.5151,12.9792,8.8976,-17.641,0.16046,,True,False,900,31,33
714,2020-09-29 17:20:00,8.263,9.8986,8.2237,9.9375,-7.9223,-36.3836,0.20367,,True,False,900,31,33
715,2020-09-29 17:20:00,6.5605,3.9068,3.8659,7.7991,9.7284,33.4944,0.13817,21.281,False,True,900,31,33
716,2020-09-29 17:20:00,7.8484,6.0586,6.0534,9.9416,11.3714,0.7599,0.1083,129.326,False,True,900,31,33
717,2020-09-29 17:20:00,5.809,4.0245,3.9963,6.1635,13.4669,33.9233,0.19905,60.586,False,True,900,31,33
718,2020-09-29 17:20:00,5.2923,8.4645,5.0269,8.4951,-11.1943,-67.5951,0.30297,,True,False,900,31,33
719,2020-09-29 17:20:00,14.2324,13.0645,13.0482,14.4728,9.7888,-8.8735,0.10535,,True,False,900,31,33
720,2020-09-29 17:20:00,14.1439,13.3515,13.3356,14.4874,7.2777,-9.8937,0.10261,,True,False,900,31,33
721,2020-09-29 17:20:00,14.2852,13.1251,13.1052,14.4429,8.8343,-4.5306,0.09128,,True,False,900,31,33
722,2020-09-29 17:20:00,13.4127,12.7056,12.6823,14.2377,7.4948,-15.1043,0.27003,,True,False,900,31,33
723,2020-09-29 17:20:00,13.2474,5.7205,4.7804,14.0332,24.811,-16.2915,1.80173,140.693,False,True,900,31,33
724,2020-09-29 17:20:00,13.6636,12.7898,12.7717,14.5106,8.233,-18.3654,0.2732,,True,False,900,31,33
725,2020-09-29 17:20:00,13.3123,5.672,4.8648,14.1279,24.3262,-18.7032,1.80853,140.696,False,True,900,31,33
726,2020-09-29 17:20:00,13.4933,11.3198,11.3054,14.1586,14.4557,-14.4061,0.34925,,True,False,900,31,33
727,2020-09-29 17:20:00,13.1971,5.2299,4.5288,13.8774,25.327,-12.9926,1.79188,140.689,False,True,900,31,33
728,2020-09-29 17:20:00,14.0333,7.7932,7.5507,14.2329,46.4043,22.5896,0.29341,77.769,False,True,900,31,33
729,2020-09-29 17:20:00,13.8596,7.675,7.1374,14.361,46.352,13.2059,0.45305,96.989,False,True,900,31,33
730,2020-09-29 17:20:00,12.8711,7.087,6.2347,13.3347,41.4935,41.4013,0.38371,48.977,False,True,900,31,33
731,2020-09-29 17:20:00,14.8546,13.127,12.8577,14.9144,9.4735,17.6389,0.07272,,True,False,900,31,33
732,2020-09-29 17:20:00,14.9403,13.3421,12.7486,15.08,9.0514,17.2898,0.07615,,True,False,900,31,33
733,2020-09-29 17:20:00,14.5994,11.0801,11.0476,14.7009,18.4845,24.7984,0.17532,121.083,False,True,900,31,33
734,2021-04-01 12:50:00,10.6585,1.9475,0.0897,12.4691,85.3719,-92.386,2.50966,49.037,False,True,900,32,14
735,2021-04-01 12:50:00,12.8357,1.1653,0.064,13.7291,79.4392,23.9237,3.35305,32.167,False,True,900,32,14
736,2021-04-01 12:50:00,9.7117,1.6434,1.331,12.6812,83.9528,-50.1556,2.30767,49.163,False,True,900,32,14
737,2021-04-01 12:50:00,11.7094,1.1638,-0.0438,13.4696,86.3048,8.994,3.34733,32.171,False,True,900,32,14
738,2021-04-01 12:50:00,11.8097,1.2496,0.0347,13.0879,77.9961,-47.5809,3.36325,32.215,False,True,900,32,14
739,2021-04-01 12:50:00,11.3203,8.2436,8.2368,11.9328,24.8964,-31.5683,0.33381,128.151,False,True,900,32,14
740,2021-04-01 12:50:00,10.0692,0.7547,0.1268,11.6283,74.3169,-33.8685,2.22259,18.271,False,True,900,32,14
741,2021-04-01 12:50:00,8.0195,3.472,0.0193,12.1951,49.5242,-106.6133,1.44918,114.498,False,True,900,32,14
742,2021-04-01 12:50:00,10.9056,2.2078,2.1609,12.0264,54.547,-34.723,0.47341,64.739,False,True,900,32,14
743,2021-04-01 12:50:00,9.6245,3.4731,0.8567,12.7834,54.6844,-85.1939,1.12524,43.185,False,True,900,32,14
744,2021-04-01 12:50:00,13.2235,0.2934,0.2176,13.2639,88.6492,174.9534,3.96457,0.445,False,True,900,32,14
