eid,Al_frac,Cr_frac,Cu_frac,Fe_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Ni_frac,Sc_frac,Si_frac,Sn_frac,Ta_frac,Ti_frac,V_frac,W_frac,Zr_frac,condition,ph1,ph2,ph3,grain_size_param_1,grain_size_param_2,flag_1,flag_2,flag_3,YM_GPa,YM_err,YS_MPa,YS_err,UTS_MPa,UTS_err,DAR_pct,DAR_err,test_mode,HV,HV_err,Mo_equivalent,Mo_equivalent_class,ref_doi,ref_key,comments
Ti-5Hf,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,115.0,,369.0,,455.0,,25.6,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-10Hf,0.0,0.0,0.0,0.0,0.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,114.0,,406.0,,482.0,,21.2,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-15Hf,0.0,0.0,0.0,0.0,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,113.0,,439.0,,546.0,,19.6,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-20Hf,0.0,0.0,0.0,0.0,0.0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9384,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,112.0,,530.0,,634.0,,12.1,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-30Hf,0.0,0.0,0.0,0.0,0.1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,110.0,,551.0,,681.0,,9.1,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-40Hf,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852,0.0,0.0,0.0,ST-WQ,Ti-alpha-p,,,1030.0,,0,0,0,109.0,,964.0,,1106.0,,2.7,,tension,,,0.0,rich,10.2320/matertrans.45.1549,zhou2004b,Composition variations and oxygen content based on Ti-10Hf errors (Table 2). Elastic modulus measured via resonant frequencies (Fig. 3). Phase analisys restricted to conventional XRD. Mechanical properties extracted from Fig. 5.
Ti-25Zr-25Nb,0.0,0.0,0.0,0.001000100010001,0.0,0.0,0.0,0.16641664166416642,0.0,0.0,0.0,0.0,0.0,0.6586658665866586,0.0,0.0,0.17391739173917392,ST-AC,Ti-beta,,,1950.0,263.0,0,0,0,70.0,,480.0,,552.0,,54.0,,tension,220.0,4.0,7.14,near,10.1016/j.msea.2018.09.002,vajpai2018,Oxygen content assumed to be the average of two values reported in Table 1. Cooling condition not clear - assumed AC. Samples ST at 1273K for 1h. Young modulus not confirmed via experiments.
Ti-8Fe,0.0,0.0,0.0,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,129.0,,1560.0,,,,-11.0,,compression,468.0,9.0,23.21,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-8Fe-5Ta,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.9141,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,120.0,,1103.0,,,,-31.0,,compression,389.0,5.0,24.29,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-8Fe-8Ta,0.0,0.0,0.0,0.07379262073792621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022797720227977204,0.9034096590340965,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,106.0,,1050.0,,,,-31.5,,compression,379.0,5.0,24.97,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-9Fe-2Ta,0.0,0.0,0.0,0.07930793079307931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054005400540054005,0.9152915291529153,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,110.0,2.0,1143.0,,,,-29.9,,compression,390.0,5.0,26.53,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-9Fe-5Ta,0.0,0.0,0.0,0.0812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.9049,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,103.0,,1079.0,,,,-33.8,,compression,370.0,5.0,27.21,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-9Fe-9Ta,0.0,0.0,0.0,0.0837916208379162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025897410258974102,0.8903109689031097,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,99.0,,1016.0,,,,-34.7,,compression,351.0,5.0,28.09,meta,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-10Fe10Ta,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.877,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,100.0,0,0,0,92.0,,1008.0,,,,-35.4,,compression,343.0,5.0,31.21,stable,10.1016/j.matdes.2015.03.028,haghighi2015,Cold crucible leviation casting. Average grain size estimated from Fig. 2. Modulus and hardness from Fig. 4. Plastic strength and yield stress approx. from Fig. 8. Mechanical assessment conducted under compression. Oxygen content not reported.
Ti-7Mo-4Al-3V-3Cr,0.0697069706970697,0.0269026902690269,0.0,0.0,0.0,0.0,0.034203420342034205,0.0,0.0,0.0,0.0,0.0,0.0,0.8407840784078408,0.028402840284028404,0.0,0.0,ST-WQ,Ti-beta,,,,148.0,0,0,0,,,829.0,12.0,884.0,,17.0,1.0,tension,,,9.55,near,10.1016/j.matdes.2017.02.043,sadeghpour2017,"ST at 910 deg C for 30 min, then water-quenched. Properties extracted from Fig. 9. Hardness and modulus not reported. TEM investigation not reported. "
Ti-5Al-5Mo-5V-3Cr,0.09120000000000002,0.026400000000000003,0.0,0.0,0.0,0.0,0.023700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.8150000000000001,0.04370000000000001,0.0,0.0,ST-WQ,Ti-beta,,,,135.0,0,0,0,,,804.0,11.0,836.0,,12.0,1.0,tension,,,7.39,near,10.1016/j.matdes.2017.02.043,sadeghpour2017,"ST at 910 deg C for 30 min, then water-quenched. Properties extracted from Fig. 9. Hardness and modulus not reported. TEM investigation not reported. "
Ti-7V-5Mo-3Al-3Cr,0.05369463053694631,0.027897210278972105,0.0,0.0,0.0,0.0,0.025197480251974803,0.0,0.0,0.0,0.0,0.0,0.0,0.8269173082691731,0.0662933706629337,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,64.0,0,1,0,,,750.0,,1100.0,,19.0,,tension,,,11.5,meta,10.1016/j.scriptamat.2017.10.017,sadeghpour2018,"ST at 900 deg C for 5 min, then WQ. Average grain size from page 2. "
TiZr-5Al,0.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5843,0.0,0.0,0.3066,ST-WQ,Ti-alpha-p,,,,107.0,0,1,0,100.0,5.0,1710.0,140.0,1665.0,165.0,0.82,0.07,tension,,,-5.0,other,10.1016/j.jallcom.2015.12.199,liang2016,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um). Mechanical properties extracted from Table 2.
TiZr-5Al-1V,0.1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769,0.0115,0.0,0.3027,ST-WQ,Ti-alpha-p,Ti-alpha-dp,Ti-beta,,107.0,0,1,0,72.0,3.0,740.0,70.0,1255.0,125.0,5.75,0.45,tension,,,-4.33,other,10.1016/j.jallcom.2015.12.199,liang2016,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um). Mechanical properties extracted from Table 2.
TiZr-5Al-3V,0.10838916108389161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5621437856214379,0.03449655034496551,0.0,0.294970502949705,ST-WQ,Ti-alpha-dp,Ti-beta,,,107.0,0,1,0,68.0,3.0,690.0,70.0,1355.0,135.0,12.4,1.4,tension,,,-2.99,other,10.1016/j.jallcom.2015.12.199,liang2016,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um). Mechanical properties extracted from Table 2.
TiZr-5Al-5V,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476,0.0572,0.0,0.2873,ST-WQ,Ti-beta,Ti-alpha-dp,,,107.0,0,1,0,73.0,4.0,955.0,95.0,1055.0,105.0,8.95,0.85,tension,,,-1.65,other,10.1016/j.jallcom.2015.12.199,liang2016,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um). Mechanical properties extracted from Table 2.
TiZr-5Al-7V,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5331,0.0797,0.0,0.2797,ST-WQ,Ti-beta,,,,107.0,0,1,0,81.0,4.0,1065.0,95.0,1185.0,115.0,9.35,0.85,tension,,,-0.31,other,10.1016/j.jallcom.2015.12.199,liang2016,WQ just after hot-rolling (850 deg C). Grain size assumed to be an average of parent (200 um) and dynamic rycrystallizatiion grains (15 um). Mechanical properties extracted from Table 2.
Ti-38Nb-0.13O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,Ti-beta,,1300.0,200.0,1,0,1,56.0,1.5,203.0,10.0,481.0,,36.0,1.5,tension,,,10.64,meta,10.2320/matertrans.M2018021,li2018,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3
Ti-38Nb-0.24O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,ST-WQ,Ti-beta,,,2400.0,200.0,1,0,1,58.0,1.8,301.0,25.0,578.0,,37.7,0.5,tension,,,10.64,meta,10.2320/matertrans.M2018021,li2018,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3
Ti-38Nb-0.46O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,ST-WQ,Ti-beta,,,4600.0,200.0,1,0,1,62.0,2.0,575.0,5.0,780.0,,25.0,2.5,tension,,,10.64,meta,10.2320/matertrans.M2018021,li2018,Average grain size ~ 200 um (Fig. 2). Hardness not reported. Mechanical properties taken from Fig. 3
Ti-12Mo-5Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.0,0.0,0.0286,ST-WQ,Ti-beta,Ti-alpha-dp,,800.0,90.0,1,0,0,64.5,0.3,509.0,16.0,628.0,32.0,4.7,0.3,tension,442.0,8.0,12.01,meta,10.1016/j.jallcom.2011.05.090,zhao2011,Annealed at 1133K for 1h followed by a rapid water quenching. Errors in composition not reported. Grain size informed in the text could be misleading (see Fig. 1).
Ti-25Ta-25Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853,0.0,0.0,0.0,0.0,0.0952,0.7195,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,30.0,0,0,1,55.0,,200.0,,530.0,,20.0,,tension,145.0,,12.5,meta,10.1016/j.jmbbm.2010.06.007,bertrand2010,"All samples were solution treated at 850 deg C for 0.5 h and water quenched. Alloy exhibits superelasticity, with a stress plateau at 200 MPa. Grain size estimated based on Fig. 2"
Pure Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ST-AC,Ti-alpha,,,,20.0,0,0,1,105.0,,200.0,,360.0,,27.0,,tension,134.0,,0.0,rich,10.1016/j.jmbbm.2010.06.007,bertrand2010,Grain size estimated based on Fig. 2. Processing condition not especified (assumed AC)
Ti-15Nb-0.15O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,1500.0,,1,0,0,96.0,5.0,558.0,51.0,,,-50.0,,compression,211.0,8.0,4.2,rich,10.1016/j.msea.2021.141750,santos2021,"Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1). Sample did not fracture, assumed deformation of -50%."
Ti-15Nb-0.25O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,2500.0,,1,0,0,103.0,4.0,744.0,26.0,,,-33.0,3.0,compression,245.0,5.0,4.2,rich,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-15Nb-0.40O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,4000.0,,1,0,0,102.0,1.0,962.0,22.0,,,-30.0,3.0,compression,265.0,7.0,4.2,rich,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-17.5Nb-0.15O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0,0.0,0.0,0.0,0.9015,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,1500.0,,1,0,0,89.0,2.0,628.0,9.0,,,-50.0,,compression,220.0,6.0,4.9,rich,10.1016/j.msea.2021.141750,santos2021,"Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1). Sample did not fracture, assumed deformation of -50%."
Ti-17.5Nb-0.25O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0,0.0,0.0,0.0,0.9015,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,2500.0,,1,0,0,91.0,5.0,822.0,25.0,,,-27.0,5.0,compression,252.0,9.0,4.9,rich,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-17.5Nb-0.40O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985,0.0,0.0,0.0,0.0,0.0,0.9015,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,4000.0,,1,0,0,92.0,3.0,893.0,15.0,,,-20.0,5.0,compression,275.0,2.0,4.9,rich,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-20.0Nb-0.15O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.0,0.8859,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,1500.0,,1,0,0,89.0,1.0,655.0,40.0,,,-36.0,9.0,compression,239.0,2.0,5.6,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-20.0Nb-0.25O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.0,0.8859,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,2500.0,,1,0,0,87.0,2.0,818.0,51.0,,,-31.0,4.0,compression,273.0,3.0,5.6,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-20.0Nb-0.40O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.0,0.8859,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,4000.0,,1,0,0,94.0,2.0,906.0,25.0,,,-25.0,2.0,compression,291.0,1.0,5.6,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-22.5Nb-0.15O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,0.0,0.8699,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,1500.0,,1,0,0,89.0,4.0,734.0,35.0,,,-25.0,7.0,compression,262.0,4.0,6.3,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-22.5Nb-0.25O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,0.0,0.8699,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,2500.0,,1,0,0,99.0,6.0,854.0,23.0,,,-26.0,1.0,compression,290.0,4.0,6.3,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Ti-22.5Nb-0.40O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,0.0,0.8699,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti-beta,,4000.0,,1,0,0,100.0,1.0,930.0,25.0,,,-28.0,3.0,compression,303.0,4.0,6.3,near,10.1016/j.msea.2021.141750,santos2021,Errors in composition not reported. Number of samples/specimens not reported. Mechanical strength via compression tests (Table 1).
Cp-Ti grade 1,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983,0.0,0.0,0.0,ST,Ti-alpha,,,1800.0,,1,0,0,102.0,,170.0,,,,25.0,,tension,,,0.58,rich,10.1520/F0067-13R17,astmF0067,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011
Cp-Ti grade 2,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983,0.0,0.0,0.0,ST,Ti-alpha,,,2500.0,,1,0,0,102.0,,275.0,,,,20.0,,tension,,,0.58,rich,10.1520/F0067-13R17,astmF0067,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011
Cp-Ti grade 3,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983,0.0,0.0,0.0,ST,Ti-alpha,,,3500.0,,1,0,0,102.0,,380.0,,,,18.0,,tension,,,0.58,rich,10.1520/F0067-13R17,astmF0067,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011
Cp-Ti grade 4,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974,0.0,0.0,0.0,ST,Ti-alpha,,,4000.0,,1,0,0,104.0,,483.0,,,,15.0,,tension,,,0.88,rich,10.1520/F0067-13R17,astmF0067,Ingot metallurgy route. Processing and cooling conditions unknown. Compilation by 10.3390/prosthesis2020011
Ti-7Fe,0.0,0.0,0.0,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9394,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,150.0,0,0,0,130.0,,1847.0,,,,-8.0,,compression,560.0,8.0,20.3,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-7Fe-1Nb,0.0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.9339,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,150.0,0,0,0,124.0,,1785.0,,,,-10.0,,compression,525.0,8.0,20.58,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-7Fe-4Nb,0.0,0.0,0.0,0.0618,0.0,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,150.0,0,0,0,115.0,,1539.0,,,,-24.3,,compression,472.0,8.0,21.41,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-7Fe-6Nb,0.0,0.0,0.0,0.0624,0.0,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.0,0.9054,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,150.0,0,0,0,97.0,,1144.0,,,,-23.1,,compression,372.0,8.0,21.97,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-7Fe-9Nb,0.0,0.0,0.0,0.0634,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.8876,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,150.0,0,0,0,89.0,,1010.0,,,,-40.5,,compression,335.0,8.0,22.82,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-7Fe-11Nb,0.0,0.0,0.0,0.0641,0.0,0.0,0.0,0.0605,0.0,0.0,0.0,0.0,0.0,0.8754,0.0,0.0,0.0,As-cast,Ti-beta,,,,150.0,0,0,0,86.0,,985.0,,,,-41.5,,compression,325.0,8.0,23.39,meta,10.1016/j.msec.2015.11.072,haghighi2016,Cold crucible levitation melting (CCLM). Mechanical tests in compression. Vickers hardness from Fig. 8; errors estimated from Fig. 8. Average grain size rougly estimated from Fig. 2.
Ti-33Zr-3Fe-2Cr,0.0,0.022,0.0,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7405,0.0,0.0,0.2068,As-cast,Ti-beta,C15,Fe2Zr,,,0,0,0,140.0,5.0,1049.0,17.0,1755.0,50.0,-25.7,2.0,compression,,,11.9,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
Ti-33Zr-5Fe-2Cr,0.0,0.022097790220977905,0.0,0.051394860513948606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190280971902809,0.0,0.0,0.2074792520747925,As-cast,Ti-beta,C15,Fe2Zr,,,0,0,0,145.0,8.0,1130.0,12.0,1830.0,55.0,-24.8,2.5,compression,,,17.71,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
Ti-33Zr-7Fe-2Cr,0.0,0.0221,0.0,0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6975,0.0,0.0,0.2082,As-cast,Ti-beta,C15,Fe2Zr,,,0,0,0,157.0,13.0,1239.0,27.0,1901.0,39.0,-24.2,2.6,compression,,,23.51,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
Ti-33Zr-3Fe-4Cr,0.0,0.04409559044095591,0.0,0.030796920307969204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7179282071792821,0.0,0.0,0.20717928207179281,As-cast,Ti-beta,C15,"Zr(Fe,Cr)2",,,0,0,0,130.0,6.0,1113.0,32.0,2008.0,79.0,-33.7,1.9,compression,,,15.11,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
