eid,Al_frac,Cr_frac,Cu_frac,Fe_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Ni_frac,Sc_frac,Si_frac,Sn_frac,Ta_frac,Ti_frac,V_frac,W_frac,Zr_frac,condition,ph1,ph2,ph3,grain_size_param_1,grain_size_param_2,flag_1,flag_2,flag_3,YM_GPa,YM_err,YS_MPa,YS_err,UTS_MPa,UTS_err,DAR_pct,DAR_err,test_mode,HV,HV_err,Mo_equivalent,Mo_equivalent_class,ref_doi,ref_key,comments
Ti-33Zr-5Fe-4Cr,0.0,0.0442,0.0,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964,0.0,0.0,0.2079,As-cast,Ti-beta,C15,"Zr(Fe,Cr)2",,,0,0,0,142.0,14.0,1210.0,11.0,1712.0,34.0,-22.0,0.5,compression,,,20.91,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
Ti-33Zr-7Fe-4Cr,0.0,0.0444,0.0,0.0723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747,0.0,0.0,0.2086,As-cast,Ti-beta,C15,"Zr(Fe,Cr)2",,,0,0,0,149.0,13.0,1287.0,41.0,1567.0,48.0,-8.7,1.2,compression,,,26.71,meta,10.1016/j.matdes.2018.05.035,rabadia2018,"Cold crucible levitation melting (CCLM). Mechanical tests in compression. Elastic modulus via nanohardness. Approximations: Fig 5 (Yield stregth), Fig (UTS, plastic strain), Fig 7 (Elastic modulus)."
Ti-27Nb-7Fe,0.0,0.0,0.0,0.0698069806980698,0.0,0.0,0.0,0.1619161916191619,0.0,0.0,0.0,0.0,0.0,0.7682768276827683,0.0,0.0,0.0,As-cast,Ti-beta,Ti-alpha-dp,,,,0,0,0,116.0,9.0,784.0,9.0,,,-34.0,1.0,compression,,,27.85,meta,10.1016/j.msea.2018.07.031,rabadia2018b,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6
Ti-27Nb-7Fe-2Cr,0.0,0.0215,0.0,0.07,0.0,0.0,0.0,0.1622,0.0,0.0,0.0,0.0,0.0,0.7463,0.0,0.0,0.0,As-cast,Ti-beta,,,,,0,0,0,99.0,5.0,1097.0,21.0,,,-26.0,1.0,compression,,,31.07,stable,10.1016/j.msea.2018.07.031,rabadia2018b,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6
Ti-27Nb-7Fe-4Cr,0.0,0.043,0.0,0.0701,0.0,0.0,0.0,0.1625,0.0,0.0,0.0,0.0,0.0,0.7244,0.0,0.0,0.0,As-cast,Ti-beta,,,,,0,0,0,81.0,2.0,947.0,22.0,,,-30.0,2.0,compression,,,34.26,stable,10.1016/j.msea.2018.07.031,rabadia2018b,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6
Ti-27Nb-7Fe-6Cr,0.0,0.0647,0.0,0.0702,0.0,0.0,0.0,0.1628,0.0,0.0,0.0,0.0,0.0,0.7023,0.0,0.0,0.0,As-cast,Ti-beta,,,,,0,0,0,77.0,4.0,922.0,14.0,,,-33.0,1.0,compression,,,37.46,stable,10.1016/j.msea.2018.07.031,rabadia2018b,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6
Ti-27Nb-7Fe-8Cr,0.0,0.0864,0.0,0.0704,0.0,0.0,0.0,0.1631,0.0,0.0,0.0,0.0,0.0,0.6801,0.0,0.0,0.0,As-cast,Ti-beta,,,,,0,0,0,72.0,5.0,941.0,23.0,,,-33.0,2.0,compression,,,40.68,stable,10.1016/j.msea.2018.07.031,rabadia2018b,Melting in a cold crucible levitation melting furnace. Mechanical evaluation in compression. Yield strength taken from Fig. 5. Young modulus and plastic strain taken from Fig. 6
Ti-9Mn,0.0,0.0,0.0,0.0,0.0,0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9165,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,700.0,190.0,1,1,0,94.0,,1023.0,,1048.0,,19.0,,tension,338.0,13.0,16.09,meta,10.1016/j.actbio.2015.08.015,santos2015,Average grain size reported in section 3.1.
Ti-13Mn,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888,0.0,0.0,0.0,ST-WQ,Ti-beta,,,700.0,190.0,1,1,0,100.0,,927.0,,939.0,,13.0,,tension,312.0,8.0,21.5,meta,10.1016/j.actbio.2015.08.015,santos2015,Average grain size reported in section 3.1. Absence of omega not conclusive
Ti-5Mn-3Mo,0.0,0.0,0.0,0.0,0.0,0.0463,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.9387,0.0,0.0,0.0,PM,Ti-beta,Ti-omega,,2220.0,37.0,1,1,0,88.0,,980.0,,1036.0,,2.0,,tension,331.0,,11.78,meta,10.2320/matertrans.M2016286,santos2017,Average grain size reported in section 3.1.
Ti-5Mn-4Mo,0.0,0.0,0.0,0.0,0.0,0.0461,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.9334,0.0,0.0,0.0,PM,Ti-beta,Ti-omega,,2350.0,37.0,1,1,0,84.0,,1046.0,,1104.0,,1.9,,tension,337.0,,12.75,meta,10.2320/matertrans.M2016286,santos2017,Average grain size reported in section 3.1.
Ti-6Mn-3Mo,0.0,0.0,0.0,0.0,0.0,0.0552,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.9294,0.0,0.0,0.0,PM,Ti-beta,Ti-omega,,2280.0,37.0,1,1,0,86.0,,1077.0,,1143.0,,3.9,,tension,359.0,,13.54,meta,10.2320/matertrans.M2016286,santos2017,Average grain size reported in section 3.1.
Ti-6Mn-4Mo,0.0,0.0,0.0,0.0,0.0,0.0554,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.9243,0.0,0.0,0.0,PM,Ti-beta,Ti-omega,,2440.0,37.0,1,1,0,85.0,,1033.0,,1093.0,,5.0,,tension,312.0,,14.46,meta,10.2320/matertrans.M2016286,santos2017,Average grain size reported in section 3.1.
Ti-15Zr-5Cr-2Al,0.0377,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296,0.0,0.0,0.0837,ST-WQ,Ti-beta,,,,200.0,0,0,1,58.0,3.5,625.4,31.8,1879.9,58.5,-23.7,,compression,302.0,10.0,6.01,near,10.1016/j.msec.2016.11.101,wang2017,ST at 1173 for 0.5 h followed by ice water quench. Mechanical properties assessed in compression tests. Grain size roughly estimated from Fig. 2.
Ti-36Nb-3Zr-2Ta-0.3O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22540000000000002,0.0,0.0,0.0,0.0,0.006900000000000001,0.7474000000000001,0.0,0.0,0.020300000000000002,ST-WQ,Ti-beta,,,3000.0,15.0,1,1,0,64.5,2.1,700.0,,840.0,,12.9,,tension,,,10.26,meta,10.1016/j.scriptamat.2008.05.022,talling2008,"IM0.0 condition, grain thickness on the order of 15 um (page 2). Yield strength approx. from Fig. 2"
Ti-32.5Nb-6.8Zr-2.7Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109,0.0,0.0,0.0,0.0137,0.0,0.7305,0.0,0.0,0.0449,ST-WQ,Ti-beta,,,,170.0,0,0,1,54.2,,380.0,,562.0,,20.0,,tension,,,9.1,near,10.1016/j.jmst.2017.04.017,lan2018,Solution treated at 1000 deg C for 1 h followed by WQ. Yield strength estimated from Fig. 8. Grain size roughly estimated from Fig. 1.
Ti-12Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.9363,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,80.0,0,1,1,,,480.0,,1000.0,,38.0,,tension,,,12.0,meta,10.1016/j.matchar.2018.03.031,zhang2018,Solution treated at 900 deg C for 0.5 h and subsequently WQ. Mechanical properties approx. from Fig. 2. Potential occurrence of TRIP/TWIN. Grain size assumed to be similar to other alloys from the same study.
Ti-12Mo-5Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.0,0.0,0.0286,ST-WQ,Ti-beta,Ti-omega,,,80.0,0,1,1,,,650.0,,950.0,,50.0,,tension,,,12.01,meta,10.1016/j.matchar.2018.03.031,zhang2018,Solution treated at 900 deg C for 0.5 h and subsequently WQ. Mechanical properties approx. from Fig. 2. Potential occurrence of TRIP/TWIN.
Ti-35Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.7828,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,500.0,0,0,1,73.9,0.4,289.0,27.0,561.0,22.0,59.0,14.0,tension,202.0,6.0,9.8,near,10.1016/j.matdes.2013.10.067,griza2014,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. 
Ti-35Nb-2.5Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2211,0.0,0.0,0.0,0.0124,0.0,0.7665,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,500.0,0,0,1,65.8,1.1,237.0,8.0,566.0,21.0,55.0,5.0,tension,195.0,6.0,9.8,near,10.1016/j.matdes.2013.10.067,griza2014,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. 
Ti-35Nb-5Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253,0.0,0.0,0.0,0.0252,0.0,0.7495,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,500.0,0,0,1,68.2,1.2,216.0,18.0,563.0,10.0,36.0,7.0,tension,184.0,6.0,9.8,near,10.1016/j.matdes.2013.10.067,griza2014,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. 
Ti-35Nb-7.5Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295,0.0,0.0,0.0,0.0385,0.0,0.732,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,500.0,0,0,1,86.4,1.7,262.0,24.0,478.0,22.0,38.0,6.0,tension,202.0,6.0,9.8,near,10.1016/j.matdes.2013.10.067,griza2014,Hot rolling at 800 deg C followed by WQ. YS assumed to be Y2 (Table 1) since these alloys present double yielding. Grain size roughly estimated from Fig. 3. Hardness extracted from Fig. 9. 
Ti-8.5Cr-1.5Sn,0.0,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.9144,0.0,0.0,0.0,ST-WQ,Ti-beta,,,400.0,200.0,1,1,1,83.0,4.2,554.0,27.7,1240.0,62.0,35.0,1.8,tension,,,13.6,meta,10.1016/j.scriptamat.2015.11.020,brozek2016,"ST at 900 deg C for 30 min, and then WQ. Mechanical properties estimated from Figure 4a. Errors estimated to be 5%."
Ti-9Mo-6W,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.9335,0.0,0.0172,0.0,ST-WQ,Ti-beta,Ti-omega,,,50.0,0,1,1,59.0,3.0,519.0,26.0,1098.0,54.9,34.0,1.7,tension,,,11.64,meta,10.1016/j.scriptamat.2014.09.005,sun2015,ST at 900 deg C for 30 min and quenched in water. Mechanical properties estimated from Figure 1b. Errors estimated to be 5%.
Ti-12Mo,0.0,0.0,0.0,0.0002,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.9344,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,600.0,30.0,1,1,1,78.0,3.9,481.0,24.1,974.0,48.7,38.0,1.9,tension,,,12.36,meta,10.1016/j.actamat.2013.07.019,sun2013,ST at 900 deg C for 30 min and quenched in water. Mechanical properties estimated from Figure 1. Grain size roughly estimated based on Fig. 3. Errors estimated to be 5%.
Ti-24Nb-8Sn-4Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518848115188481,0.0,0.0,0.0,0.038696130386961305,0.0,0.7842215778422158,0.0,0.0,0.025197480251974803,ST-AC,Ti-beta,Ti-alpha-dp,Ti-omega,1100.0,50.0,1,0,1,50.0,2.5,350.0,,,,,,,,,6.75,near,10.1016/j.actbio.2006.11.002,hao2007,ST at 850 deg C for 60 min followed by 40s air cooling then WQ. Average grain size roughly estimated as 50 um (Figure 2). Yield strength estimated from Fig. 9. Elastic modulus estimated from Fig. 11.
Ti-20V-43Zr-0.6O,0.0,0.0,0.0,0.0006999300069993001,0.0,0.0,0.0,0.0,0.0036996300369963007,0.0,0.0,0.0,0.0,0.46085391460853914,0.24307569243075694,0.0,0.29167083291670837,ST-AC,Ti-beta,Ti-beta2,Ti-beta3,6400.0,,1,1,1,82.18,,635.0,,635.0,,1.8,,tension,,,14.16,meta,10.1016/j.scriptamat.2009.02.044,talling2009,Hot extruded in the beta phase-field. Details about the cooling not specified. Oxygen content from Table 1. Mechanical strength extracted from Figure 2. 
Ti-24Nb-8Sn-4Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0374,0.0,0.7883,0.0,0.0,0.0243,ST-AC,Ti-alpha-dp,Ti-beta,,800.0,5.0,1,1,1,59.2,5.0,282.0,,665.0,,,,,,,6.69,near,10.1016/j.actamat.2010.09.015,obbard2011,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.
Ti-24Nb-8Sn-4Zr-0.15O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522,0.0,0.0,0.0,0.0398,0.0,0.7823,0.0,0.0,0.0257,ST-AC,Ti-alpha-dp,Ti-beta,,1500.0,5.0,1,1,1,61.6,,380.0,,797.0,,,,,,,6.75,near,10.1016/j.actamat.2010.09.015,obbard2011,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.
Ti-24Nb-8Sn-4Zr-0.20O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528152815281528,0.0,0.0,0.0,0.039403940394039404,0.0,0.7818781878187819,0.0,0.0,0.0259025902590259,ST-AC,Ti-alpha-dp,Ti-beta,,2000.0,5.0,1,1,1,47.8,,515.0,,852.0,,,,,,,6.78,near,10.1016/j.actamat.2010.09.015,obbard2011,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.
Ti-24Nb-8Sn-4Zr-0.40O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504,0.0,0.0,0.0,0.0395,0.0,0.7861,0.0,0.0,0.024,ST-AC,Ti-beta,Ti-alpha-dp,,4000.0,5.0,1,1,1,53.2,4.0,649.0,,778.0,,,,,,,6.69,near,10.1016/j.actamat.2010.09.015,obbard2011,Hot forged at 850 deg C and air cooled. YS assumed to be the Y02% from the first cycles (Table 2). Elastic modulus assuming the average of directional elastic moduli reported in Table 5.
Ti-25Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466,0.0,0.0,0.0,0.0,0.0,0.8534,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,64.0,2.0,456.0,28.0,688.0,14.0,4.0,5.0,tension,181.0,16.0,7.0,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-25Nb-2.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1497,0.0,0.0,0.0,0.0,0.0077,0.8426,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,71.0,1.0,374.0,16.0,642.0,9.0,48.0,7.0,tension,159.0,7.0,7.55,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-25Nb-5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0157,0.8313,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,78.0,1.0,433.0,10.0,543.0,8.0,9.0,4.0,tension,165.0,7.0,8.1,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-25Nb-7.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1564,0.0,0.0,0.0,0.0,0.0241,0.8195,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,78.0,3.0,376.0,12.0,590.0,13.0,56.0,2.0,tension,172.0,5.0,8.65,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-30Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809,0.0,0.0,0.0,0.0,0.0,0.8191,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,79.0,1.0,327.0,7.0,532.0,12.0,70.0,1.0,tension,193.0,10.0,8.4,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-30Nb-2.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848184818481848,0.0,0.0,0.0,0.0,0.007900790079007902,0.8072807280728073,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,81.0,1.0,411.0,19.0,584.0,10.0,24.0,5.0,tension,180.0,3.0,8.95,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-30Nb-5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0162,0.7948,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,80.0,3.0,377.0,13.0,595.0,11.0,74.0,4.0,tension,197.0,10.0,9.5,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-30Nb-7.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934,0.0,0.0,0.0,0.0,0.0248,0.7818,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,,,1540.0,250.0,0,0,0,81.0,4.0,395.0,9.0,584.0,11.0,69.0,3.0,tension,215.0,7.0,10.05,meta,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-35Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.7828,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,Ti-beta,,1540.0,250.0,0,0,0,85.0,1.0,338.0,11.0,556.0,11.0,72.0,1.0,tension,199.0,2.0,9.8,near,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-35Nb-2.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221,0.0,0.0,0.0,0.0,0.0081,0.7698,0.0,0.0,0.0,ST-WQ,Ti-alpha-dp,Ti-beta,,1540.0,250.0,0,0,0,85.0,1.0,303.0,11.0,580.0,8.0,61.0,5.0,tension,202.0,4.0,10.35,meta,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Oxygen content estimated based on the average reported for other samples from the same study. Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-35Nb-5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272,0.0,0.0,0.0,0.0,0.0167,0.7561,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,1150.0,250.0,1,1,0,84.0,1.0,340.0,43.0,602.0,8.0,28.0,2.0,tension,206.0,5.0,10.9,meta,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-35Nb-7.5Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0256,0.7418,0.0,0.0,0.0,ST-WQ,Ti-beta,,,1930.0,250.0,1,1,0,90.0,1.0,314.0,13.0,585.0,16.0,65.0,3.0,tension,231.0,6.0,11.45,meta,10.1016/j.jallcom.2010.05.134,souza2010,ST at 1000 deg C for 1 h and then WQ (200 C/s). Average grain size approx. 250 um (Figure 5). Elastic modulus and hardness from Fig. 8. Yield strength from Fig. 9. Deformation represented by the reduction in area (Fig. 9). 
Ti-24Nb-38Zr-2Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.17758224177582244,0.0,0.0,0.0,0.0,0.0,0.517048295170483,0.0,0.0,0.29077092290770923,ST-WQ,Ti-beta,,,,245.0,0,0,0,64.2,0.9,714.0,7.0,772.0,9.0,16.0,1.0,tension,251.0,5.0,8.7,near,10.1016/j.actbio.2021.07.061,tong2021,"ST at 800 deg C for 30 min, followed by water quenching (ref. CR-ST condition)."
Ti-24Nb-38Zr-2Mo-0.1Sc,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.1785,0.0,0.0017,0.0,0.0,0.0,0.51,0.0,0.0,0.2946,ST-WQ,Ti-beta,,,,207.0,0,0,0,65.4,0.8,780.0,8.0,809.0,7.0,19.0,1.0,tension,265.0,4.0,8.79,near,10.1016/j.actbio.2021.07.061,tong2021,"ST at 800 deg C for 30 min, followed by water quenching (ref. CR-ST condition)."
Ti-30Nb-1Mo-4Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.006000600060006001,0.18721872187218722,0.0,0.0,0.0,0.0195019501950195,0.0,0.7872787278727873,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,,0,1,1,45.0,,220.0,,,,,,,,,9.39,near,10.1007/s11661-013-2134-8,hu2014,ST at 800 deg C for 1 h followed by quenching into water at RT. Presents notable double-yielding - YS refers approx. to the second yield (Figure 4). Other mechanical properties not reported. 
Ti-35Nb-7Zr-5Ta-1Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0222,0.0,0.0172,0.6777,0.0,0.0,0.0479,ST-WQ,Ti-beta,"(Zr,X)Si",,,30.0,0,0,0,70.0,,561.0,26.0,618.0,11.0,12.0,3.0,tension,,,10.9,meta,10.1016/j.msec.2015.11.043,kopova2016,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.
Ti-35Nb-7Zr-5Ta-2Fe,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.2381,0.0,0.0,0.0,0.0,0.0175,0.6733,0.0,0.0,0.0485,ST-WQ,Ti-beta,,,,250.0,0,0,0,81.0,,588.0,9.0,721.0,20.0,27.0,2.0,tension,,,16.69,meta,10.1016/j.msec.2015.11.043,kopova2016,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.
Ti-35Nb-7Zr-5Ta-0.5Si-1Fe,0.0,0.0,0.0,0.0112011201120112,0.0,0.0,0.0,0.2365236523652365,0.0,0.0,0.0112011201120112,0.0,0.0173017301730173,0.6755675567556756,0.0,0.0,0.0482048204820482,ST-WQ,Ti-beta,"(Zr,X)Si",,,150.0,0,0,0,75.0,,632.0,11.0,683.0,20.0,14.0,2.0,tension,,,13.79,meta,10.1016/j.msec.2015.11.043,kopova2016,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.
Ti-35Nb-7Zr-5Ta-0.5Si-2Fe,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.237,0.0,0.0,0.0112,0.0,0.0174,0.6636,0.0,0.0,0.0483,ST-WQ,Ti-beta,"(Zr,X)Si",,,150.0,0,0,0,85.0,,720.0,19.0,841.0,32.0,15.0,2.0,tension,,,16.69,meta,10.1016/j.msec.2015.11.043,kopova2016,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.
Ti-35Nb-7Zr-5Ta-1Si-1Fe,0.0,0.0,0.0,0.011198880111988802,0.0,0.0,0.0,0.23537646235376464,0.0,0.0,0.022297770222977704,0.0,0.017298270172982702,0.6658334166583342,0.0,0.0,0.047995200479952004,ST-WQ,Ti-beta,"(Zr,X)Si",,,30.0,0,0,0,79.0,,613.0,38.0,652.0,45.0,7.0,2.0,tension,,,13.8,meta,10.1016/j.msec.2015.11.043,kopova2016,ST at 1000 deg C for 2 h followed by WQ. Grain size higher roughly estimated from Fig. 1. Elastic modulus from Figure 3. Mechanical strengths from Figure 4. Elongation from Figure 5.
