curve_id,specimen_mark,specimen_type,surface_treatment,load_mode,fully_reversed,stress_amplitude_MPa,cycles,is_runout,point_comment
55,2,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,300.0,56469,False,
55,3,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,250.0,80040,False,
55,4,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,210.0,166004,False,
55,5,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,180.0,185171,False,
55,6,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,410.0,14273,False,
55,7,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,150.0,726269,False,
55,8,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,135.0,11814038,True,
55,8B,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,480.0,7980,False,
55,9,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,142.5,437911,False,
56,1,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,275.0,374270,False,
56,10,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,262.5,50102264,True,
56,10B,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,650.0,3498,False,
56,2,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,262.5,64767620,True,
56,2B,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,700.0,2272,False,
56,3,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,450.0,20201,False,
56,4,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,400.0,44759,False,
56,5,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,250.0,11567634,True,
56,5B,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,500.0,15403,False,
56,6,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,300.0,184960,False,
56,7,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,275.0,253722,False,
56,8,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,350.0,54097,False,
56,9,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,250.0,11447257,True,
56,9B,"solid bar, circumferential V-groove",as heat-treated (no additional finishing),push-pull,True,575.0,7659,False,
60,A37-01,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,650.0,79684,False,
60,A37-02,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,600.0,13149279,True,
60,A37-02B,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,800.0,11893,False,
60,A37-03,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,640.0,128799,False,
60,A37-04,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,630.0,117765,False,
60,A37-05,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,620.0,123052,False,
60,A37-06,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,610.0,195976,False,
60,A37-07,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,660.0,134001,False,
60,A37-08,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,700.0,29508,False,
60,A37-09,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,680.0,72234,False,
60,A37-10,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,600.0,2634775,True,
60,A37-10B,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,750.0,24023,False,
62,A37-11,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,404.14518843273805,2608366,True,
62,A37-11B,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,476.3139720814413,19707,False,
62,A37-12,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,606.2177826491071,650,False,
62,A37-13,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,490.7477288111819,5077,False,
62,A37-14,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,461.88021535170066,16283,False,
62,A37-15,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,433.01270189221935,55575,False,
62,A37-16,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,418.5789451624787,2125397,True,
62,A37-16B,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,470.540469389545,54927,False,
62,A37-17,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,426.0844986619438,178216,False,
62,A37-18,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,447.44645862196,54154,False,
62,A37-19,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,454.9520121214251,16297,False,
62,A37-20,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,422.6203970468061,234905,False,
64,A37-21,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,537.401,27903,False,
64,A37-22,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,516.16,58976,False,
64,A37-23,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,495.0,95846,False,
64,A37-24,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,473.76,305706,False,
64,A37-25,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,565.7,15077,False,
64,A37-26,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,463.12,450799,False,
64,A37-27,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,449.01,3194608,True,
64,A37-27B,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,597.505,6786,False,
64,A37-28,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,583.3634,6928,False,
65,A37-29,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,494.975,227524,False,
65,A37-30,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,565.69,21438,False,
65,A37-31,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,459.6195,1941498,False,
65,A37-32,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,593.97,46746,False,
65,A37-33,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,551.543,34088,False,
65,A37-34,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,537.401,70982,False,
65,A37-35,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,470.226,91314,False,
65,A37-36,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,516.1879,153319,False,
65,A37-37,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,480.8325,221941,False,
65,A37-38,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,466.6905,219935,False,
65,A37-39,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,608.1,16535,False,
65,A37-40,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,459.6,138418,False,
70,A35-01,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,750.0,13680,False,
70,A35-02,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,800.0,4339,False,
70,A35-03,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,700.0,38302,False,
70,A35-04,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,650.0,104282,False,
70,A35-05,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,630.0,186481,False,
70,A35-06,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,615.0,131464,False,
70,A35-07,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,605.0,181720,False,
70,A35-08,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,590.0,252223,False,
70,A35-09,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,570.0,333885,False,
70,A35-10,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,530.0,461347,False,
72,A35-11,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,421.46569650842684,104876,False,
72,A35-12,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,461.88021535170066,13726,False,
72,A35-13,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,450.33320996790815,15359,False,
72,A35-14,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,438.7862045841156,98503,False,
72,A35-15,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,398.3716857408418,3648698,True,
72,A35-15B,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,456.1067126598044,23115,False,
72,A35-16,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,415.69219381653056,115048,False,
72,A35-17,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,409.91869112463434,70791,False,
72,A35-18,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,404.14518843273805,2902278,True,
72,A35-18B,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,447.44645862196,96116,False,
72,A35-19,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,433.01270189221935,54323,False,
72,A35-20,"hollow bar, unnotched",as heat-treated (no additional finishing),torsion,True,470.540469389545,9484,False,
74,A35-21,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,326.6,7116,False,
74,A35-22,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,306.2,31203,False,
74,A35-23,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,285.8,106446,False,
74,A35-24,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,275.6,147293,False,
74,A35-25,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,265.4,401011,False,
74,A35-26,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,259.2,1148966,False,
74,A35-27,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,244.1,433352,False,
74,A35-28,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,249.0,351343,False,
74,A35-29,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,255.1,285103,False,
74,A35-30,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,238.8,5391695,True,
74,A35-30B,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,316.4,10045,False,
75,A35-31,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,306.2,30655,False,
75,A35-32,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,326.6,24249,False,
75,A35-33,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,285.8,113352,False,
75,A35-34,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,275.6,131511,False,
75,A35-35,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,265.4,350633,False,
75,A35-36,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,259.2,145289,False,
75,A35-37,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,255.2,130486,False,
75,A35-38,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,249.0,4365047,True,
75,A35-38B,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,300.1,72652,False,
75,A35-39,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,253.1,191774,False,
75,A35-40,"hollow bar, unnotched",as heat-treated (no additional finishing),push-pull,True,251.1,2383728,True,failed at the gripping section due to fretting
81,10,"solid bar, circular, unnotched",turned,push-pull,True,535.0,1829679,False,
81,11,"solid bar, circular, unnotched",turned,push-pull,True,520.0,22600000,True,
81,11A,"solid bar, circular, unnotched",turned,push-pull,True,700.0,13510,False,220degC
81,12,"solid bar, circular, unnotched",turned,push-pull,True,530.0,1349358,False,
81,3,"solid bar, circular, unnotched",turned,push-pull,True,600.0,155519,False,
81,4,"solid bar, circular, unnotched",turned,push-pull,True,520.0,1157707,False,
81,5,"solid bar, circular, unnotched",turned,push-pull,True,550.0,387270,False,
81,6,"solid bar, circular, unnotched",turned,push-pull,True,510.0,15041627,True,
81,6A,"solid bar, circular, unnotched",turned,push-pull,True,700.0,13045,False,214degC
81,7,"solid bar, circular, unnotched",turned,push-pull,True,630.0,120371,False,
81,8,"solid bar, circular, unnotched",turned,push-pull,True,660.0,42502,False,150degC
81,9,"solid bar, circular, unnotched",turned,push-pull,True,575.0,276832,False,
82,10,"solid bar, circular, unnotched",turned,push-pull,True,515.0,15545352,True,
82,10A,"solid bar, circular, unnotched",turned,push-pull,True,650.0,17117,False,525degC
82,11,"solid bar, circular, unnotched",turned,push-pull,True,600.0,76749,False,
82,12,"solid bar, circular, unnotched",turned,push-pull,True,530.0,525076,False,
82,13,"solid bar, circular, unnotched",turned,push-pull,True,515.0,1023419,False,
82,3,"solid bar, circular, unnotched",turned,push-pull,True,600.0,46844,False,450degC
82,4,"solid bar, circular, unnotched",turned,push-pull,True,550.0,178877,False,105degC
82,5,"solid bar, circular, unnotched",turned,push-pull,True,530.0,552107,False,
82,6,"solid bar, circular, unnotched",turned,push-pull,True,575.0,140333,False,
82,7,"solid bar, circular, unnotched",turned,push-pull,True,650.0,9436,False,520degC
82,8,"solid bar, circular, unnotched",turned,push-pull,True,515.0,445994,False,
82,9,"solid bar, circular, unnotched",turned,push-pull,True,500.0,21018136,True,
82,9A,"solid bar, circular, unnotched",turned,push-pull,True,625.0,52210,False,350degC
90,1,"solid bar, circular, unnotched",turned,push-pull,False,416.25,854459,False,
90,2,"solid bar, circular, unnotched",turned,push-pull,False,393.75,6300247,False,
90,3,"solid bar, circular, unnotched",turned,push-pull,False,405.0,236076,False,
90,4,"solid bar, circular, unnotched",turned,push-pull,False,427.5,307283,False,
90,5,"solid bar, circular, unnotched",turned,push-pull,False,416.25,384179,False,
90,6,"solid bar, circular, unnotched",turned,push-pull,False,405.0,244063,False,
90,7,"solid bar, circular, unnotched",turned,push-pull,False,427.5,191383,False,
90,8,"solid bar, circular, unnotched",turned,push-pull,False,393.75,5000010,True,
91,1,"solid bar, circular, unnotched",turned,push-pull,False,427.5,212277,False,
91,2,"solid bar, circular, unnotched",turned,push-pull,False,427.5,156909,False,
91,3,"solid bar, circular, unnotched",turned,push-pull,False,410.625,215012,False,
91,4,"solid bar, circular, unnotched",turned,push-pull,False,427.5,130602,False,
91,5,"solid bar, circular, unnotched",turned,push-pull,False,416.25,328183,False,
91,6,"solid bar, circular, unnotched",turned,push-pull,False,416.25,5000005,True,
91,7,"solid bar, circular, unnotched",turned,push-pull,False,427.5,252691,False,
92,1,"solid bar, circular, unnotched",turned,push-pull,False,405.0,226726,False,
92,2,"solid bar, circular, unnotched",turned,push-pull,False,427.5,120249,False,
92,3,"solid bar, circular, unnotched",turned,push-pull,False,416.25,156709,False,
92,4,"solid bar, circular, unnotched",turned,push-pull,False,393.75,96053,False,
92,5,"solid bar, circular, unnotched",turned,push-pull,False,382.5,584121,False,
92,6,"solid bar, circular, unnotched",turned,push-pull,False,371.25,2056626,False,
92,7,"solid bar, circular, unnotched",turned,push-pull,False,393.75,910352,False,
92,8,"solid bar, circular, unnotched",turned,push-pull,False,427.5,84755,False,
92,9,"solid bar, circular, unnotched",turned,push-pull,False,382.5,538364,False,
93,1,"solid bar, circular, unnotched",turned,push-pull,False,405.0,257924,False,
93,2,"solid bar, circular, unnotched",turned,push-pull,False,405.0,117151,False,
93,3,"solid bar, circular, unnotched",turned,push-pull,False,393.75,10000007,True,
93,4,"solid bar, circular, unnotched",turned,push-pull,False,427.5,122329,False,
93,5,"solid bar, circular, unnotched",turned,push-pull,False,416.25,141369,False,
93,6,"solid bar, circular, unnotched",turned,push-pull,False,393.75,732566,False,
93,7,"solid bar, circular, unnotched",turned,push-pull,False,416.25,175654,False,
101,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.3,280609,False,
101,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,197.4,446857,False,
101,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.2,159146,False,
101,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.8,42011,False,
101,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,175.4,743374,False,
101,3,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,131.6,10000000,True,
101,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,153.5,1476412,False,
101,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9,63474,False,
101,6,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5,7713649,False,
101,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.1,137008,False,
101,8,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5,3307445,False,
101,9,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,438.6,25274,False,
102,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.3,178792,False,
102,10,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,137.1,2802257,False,
102,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,197.4,372234,False,
102,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.2,123570,False,
102,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.8,38162,False,
102,15,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,126.1,10000000,True,
102,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,175.4,475967,False,
102,3,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,131.6,2106572,False,
102,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,153.5,1000666,False,
102,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9,53281,False,
102,6,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5,1185236,False,
102,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.1,99159,False,
102,8,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5,2429864,False,
102,9,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,438.6,22243,False,
103,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.29824561403507,187113,False,
103,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,197.36842105263156,277067,False,
103,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.19298245614036,147705,False,
103,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.77192982456137,35398,False,
103,14,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,120.6140350877193,10000000,True,
103,15,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,126.09649122807018,12133153,True,
103,15B,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,274.12280701754383,114956,False,
103,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,175.43859649122805,341196,False,
103,3,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,131.57894736842104,1278783,False,
103,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,153.50877192982455,1064519,False,
103,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,51999,False,
103,6,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5438596491228,1054451,False,
103,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.0877192982456,70477,False,
103,9,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,438.59649122807014,23337,False,
104,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.29824561403507,253107,False,
104,10,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,137.06140350877192,20000000,True,
104,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,197.36842105263156,331644,False,
104,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.19298245614036,155435,False,
104,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.77192982456137,46426,False,
104,16,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,97077,False,
104,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,175.43859649122805,480974,False,
104,3,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,131.57894736842104,10000000,True,
104,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,153.50877192982455,1062238,False,
104,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,93478,False,
104,6,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5438596491228,790457,False,
104,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.0877192982456,140014,False,
104,8,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,142.5438596491228,1125090,False,
104,9,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,438.59649122807014,27527,False,
105,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.29824561403507,2316325,False,
105,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.19298245614036,449068,False,
105,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.7719298245613,82247,False,
105,16,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,122469,False,
105,17,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,231.11111111111111,914600,False,
105,18,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,213.3,10000000,True,
105,19,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,480.0,39355,False,
105,20,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,296.88888888888886,232141,False,
105,21,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,266.7,318096,False,
105,22,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,224.0,1108504,False,
105,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,139277,False,
105,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.0877192982456,274478,False,
105,9,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,438.59649122807014,53696,False,
106,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,219.29824561403507,279744,False,
106,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,197.36842105263162,260878,False,
106,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,252.19298245614036,92798,False,
106,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,383.7719298245613,37620,False,
106,17,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,231.11111111111111,189957,False,
106,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,175.43859649122805,871001,False,
106,25,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,164.4,10000000,True,
106,26,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,355.55555555555554,38632,False,
106,27,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,160.0,9232780,False,
106,29,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,188.44444444444443,366546,False,
106,30,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,177.77777777777777,803735,False,
106,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,153.50877192982458,10000000,True,
106,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,328.9473684210526,90257,False,
106,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,True,285.0877192982456,85817,False,
107,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,219.29824561403507,77997,False,
107,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,252.19298245614036,40269,False,
107,15,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,126.09649122807018,10000000,True,
107,2,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,175.43859649122805,153443,False,
107,20,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,296.88888888888886,27392,False,
107,3,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,131.57894736842104,692990,False,
107,31,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,115.55555555555556,10000000,True,
107,32,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,129.77777777777777,765373,False,
107,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,153.50877192982458,603223,False,
107,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,328.9473684210526,18878,False,
107,6,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,142.5438596491228,637872,False,
107,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,285.0877192982456,58982,False,
108,1,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,219.29824561403507,279783,False,
108,11,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,197.36842105263162,418194,False,
108,12,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,252.19298245614036,150088,False,
108,13,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,383.7719298245613,34819,False,
108,17,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,231.11111111111111,258525,False,
108,26,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,355.55555555555554,50818,False,
108,27,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,164.44444444444446,10000000,True,
108,29,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,188.44444444444443,577783,False,
108,30,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,177.77777777777777,10000000,True,
108,4,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,153.50877192982458,10000000,True,
108,5,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,328.9473684210526,74416,False,
108,7,not classed (see source figure),as heat-treated (no additional finishing),push-pull,False,285.0877192982456,116594,False,
110,1,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,650.0,55650,False,
110,11,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,550.0,158633,False,
110,12,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,750.0,10068,False,
110,24,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,550.0,2534353,True,
110,24B,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,700.0,41324,False,
110,27,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,700.0,30644,False,
110,28,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,750.0,10146,False,
110,33,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,450.0,3483768,True,
110,33B,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,500.0,2551413,True,
110,33C,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,512.0,753473,False,
110,36,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,560.0,185610,False,
110,39,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,600.0,60172,False,
110,4,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,525.0,217739,False,
110,41,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,600.0,65432,False,
110,47,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,550.0,114589,False,
110,52,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,True,575.0,100400,False,
111,10,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,515.0,38160,False,
111,18,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,500.0,42930,False,
111,2,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,600.0,19,False,mistake :-(
111,20,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,419.6115141021885,1964523,True,
111,29,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,450.0,138328,False,
111,30,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,440.0,171573,False,
